,source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
0,Neural,Fibroblast,CALM2,MYLK,Ligand,Receptor,2.406
1,Myeloid,Myeloid,JAM3,JAM3,Ligand,Receptor,2.185
2,MSC,Fibroblast,PSEN1,CD44,Ligand,Receptor,2.397
3,Fibroblast,Fibroblast,HAS2,CD44,Ligand,Receptor,2.4
4,Neural,MSC,CALM1,INSR,Ligand,Receptor,2.609
5,MSC,MSC,TGFB1,TGFBR1,Ligand,Receptor,2.334
6,Neural,Fibroblast,CALM1,MYLK,Ligand,Receptor,2.637
7,Neural,Megakaryocyte,CALM3,SELL,Ligand,Receptor,2.406
8,Fibroblast,Fibroblast,CD44,MET,Ligand,Receptor,2.47
9,Neural,Fibroblast,CALM3,MYLK,Ligand,Receptor,2.411
10,MSC,Fibroblast,PIGK,AMFR,Ligand,Receptor,2.337
11,MSC,Fibroblast,SDC1,MET,Ligand,Receptor,2.577
12,Neural,MSC,CALM3,INSR,Ligand,Receptor,2.383
13,MSC,MSC,PSEN1,NOTCH2,Ligand,Receptor,2.418
14,MSC,Fibroblast,PSEN1,NOTCH2,Ligand,Receptor,2.389
15,Neural,MSC,NAMPT,INSR,Ligand,Receptor,2.334
16,MSC,MSC,NAMPT,INSR,Ligand,Receptor,2.513
17,Fibroblast,MSC,CCL5,SDC1,Ligand,Receptor,2.38
18,Megakaryocyte,MSC,CCL5,SDC1,Ligand,Receptor,2.459
19,Neural,MSC,THBS1,SDC1,Ligand,Receptor,2.366
20,MSC,MSC,THBS1,SDC1,Ligand,Receptor,2.539
21,Fibroblast,MSC,HRAS,SDC2,Ligand,Receptor,2.787
22,Fibroblast,Fibroblast,HRAS,SDC2,Ligand,Receptor,2.521
23,Neural,Megakaryocyte,CALM1,SELL,Ligand,Receptor,2.632
24,Neural,Myeloid,CALM1,SELL,Ligand,Receptor,2.485
25,Megakaryocyte,Neural,UBA52,TGFBR1,Ligand,Receptor,2.421
26,Megakaryocyte,MSC,UBA52,TGFBR1,Ligand,Receptor,2.412
27,Neural,Neural,ADIPOR1,ADIPOR2,Ligand,Receptor,2.171
28,Fibroblast,Neural,ADIPOR1,ADIPOR2,Ligand,Receptor,2.157
29,Neural,MSC,FZR1,PTPRM,Ligand,Receptor,2.463
30,MSC,MSC,FZR1,PTPRM,Ligand,Receptor,2.56
31,Neural,Neural,CALM1,PTPRA,Ligand,Receptor,2.526
32,Neural,MSC,CALM1,PTPRA,Ligand,Receptor,2.6060000000000003
33,Neural,Fibroblast,TNFSF12,TNFRSF12A,Ligand,Receptor,2.39
34,MSC,Fibroblast,TNFSF12,TNFRSF12A,Ligand,Receptor,2.596
35,Neural,MSC,CALM2,INSR,Ligand,Receptor,2.378
36,MSC,MSC,CALM2,INSR,Ligand,Receptor,2.337
37,MSC,Fibroblast,ADAM15,ITGA5,Ligand,Receptor,2.607
38,Fibroblast,Fibroblast,ADAM15,ITGA5,Ligand,Receptor,2.679
39,Megakaryocyte,Fibroblast,ADAM15,ITGA5,Ligand,Receptor,2.444
40,MSC,MSC,IGF2R,INSR,Ligand,Receptor,2.46
41,Megakaryocyte,MSC,IGF2R,INSR,Ligand,Receptor,2.434
42,Megakaryocyte,Myeloid,IGF2R,INSR,Ligand,Receptor,2.276
43,Megakaryocyte,MSC,IGF2R,IGF2R,Ligand,Receptor,2.446
44,MSC,Megakaryocyte,IGF2R,IGF2R,Ligand,Receptor,2.446
45,Megakaryocyte,Megakaryocyte,IGF2R,IGF2R,Ligand,Receptor,2.421
46,Neural,MSC,WNT5A,RYK,Ligand,Receptor,2.355
47,Fibroblast,MSC,WNT5A,RYK,Ligand,Receptor,2.513
48,Fibroblast,Myeloid,WNT5A,RYK,Ligand,Receptor,2.32
49,MSC,Fibroblast,HRAS,CAV1,Ligand,Receptor,2.479
50,Fibroblast,MSC,HRAS,CAV1,Ligand,Receptor,2.633
51,Fibroblast,Fibroblast,HRAS,CAV1,Ligand,Receptor,2.779
52,Neural,MSC,PSEN1,NCSTN,Ligand,Receptor,2.547
53,MSC,MSC,PSEN1,NCSTN,Ligand,Receptor,2.594
54,Fibroblast,MSC,PSEN1,NCSTN,Ligand,Receptor,2.497
55,Neural,Fibroblast,TGFB1,CAV1,Ligand,Receptor,2.441
56,MSC,Fibroblast,TGFB1,CAV1,Ligand,Receptor,2.569
57,Fibroblast,Fibroblast,TGFB1,CAV1,Ligand,Receptor,2.5610000000000004
58,MSC,MSC,COL4A1,CD47,Ligand,Receptor,2.523
59,Fibroblast,MSC,COL4A1,CD47,Ligand,Receptor,2.595
60,Fibroblast,Megakaryocyte,COL4A1,CD47,Ligand,Receptor,2.457
61,MSC,MSC,TGM2,ITGB1,Ligand,Receptor,2.525
62,Fibroblast,MSC,TGM2,ITGB1,Ligand,Receptor,2.813
63,Fibroblast,Fibroblast,TGM2,ITGB1,Ligand,Receptor,2.658
64,MSC,MSC,ADAM12,ITGB1,Ligand,Receptor,2.5980000000000003
65,Fibroblast,MSC,ADAM12,ITGB1,Ligand,Receptor,2.732
66,Fibroblast,Fibroblast,ADAM12,ITGB1,Ligand,Receptor,2.576
67,MSC,MSC,HMGB1,SDC1,Ligand,Receptor,2.5660000000000003
68,MSC,Fibroblast,HMGB1,SDC1,Ligand,Receptor,2.395
69,Megakaryocyte,MSC,HMGB1,SDC1,Ligand,Receptor,2.541
70,MSC,Fibroblast,VEGFA,GPC1,Ligand,Receptor,2.457
71,Fibroblast,Fibroblast,VEGFA,GPC1,Ligand,Receptor,2.387
72,Myeloid,Fibroblast,VEGFA,GPC1,Ligand,Receptor,2.971
73,MSC,Fibroblast,DCUN1D1,MET,Ligand,Receptor,2.357
74,Myeloid,Fibroblast,DCUN1D1,MET,Ligand,Receptor,2.264
75,MSC,Myeloid,DCUN1D1,MET,Ligand,Receptor,2.2
76,MSC,MSC,SDC1,HSPG2,Ligand,Receptor,2.589
77,MSC,Fibroblast,SDC1,HSPG2,Ligand,Receptor,2.471
78,Fibroblast,MSC,SDC1,HSPG2,Ligand,Receptor,2.418
79,Neural,MSC,COL8A1,ITGA1,Ligand,Receptor,2.44
80,MSC,MSC,COL8A1,ITGA1,Ligand,Receptor,2.562
81,Fibroblast,MSC,COL8A1,ITGA1,Ligand,Receptor,2.5860000000000003
82,Neural,MSC,LAMC1,ITGA1,Ligand,Receptor,2.489
83,MSC,MSC,LAMC1,ITGA1,Ligand,Receptor,2.7030000000000003
84,Fibroblast,MSC,LAMC1,ITGA1,Ligand,Receptor,2.641
85,Neural,Neural,CALM1,FAS,Ligand,Receptor,2.441
86,Neural,MSC,CALM1,FAS,Ligand,Receptor,2.548
87,Neural,Fibroblast,CALM1,FAS,Ligand,Receptor,2.441
88,Fibroblast,Neural,DKK1,LRP6,Ligand,Receptor,2.39
89,Fibroblast,MSC,DKK1,LRP6,Ligand,Receptor,2.442
90,Fibroblast,Fibroblast,DKK1,LRP6,Ligand,Receptor,2.34
91,Neural,Fibroblast,FZR1,ITGAE,Ligand,Receptor,2.458
92,MSC,Fibroblast,FZR1,ITGAE,Ligand,Receptor,2.555
93,Fibroblast,Fibroblast,FZR1,ITGAE,Ligand,Receptor,2.408
94,Neural,MSC,COL4A1,ITGA1,Ligand,Receptor,2.4290000000000003
95,MSC,MSC,COL4A1,ITGA1,Ligand,Receptor,2.602
96,Fibroblast,MSC,COL4A1,ITGA1,Ligand,Receptor,2.675
97,Neural,MSC,LTBP1,ITGB5,Ligand,Receptor,2.425
98,MSC,MSC,LTBP1,ITGB5,Ligand,Receptor,2.6010000000000004
99,Fibroblast,MSC,LTBP1,ITGB5,Ligand,Receptor,2.503
100,MSC,Neural,GABPB1,TFR2,Ligand,Receptor,2.387
101,MSC,MSC,GABPB1,TFR2,Ligand,Receptor,2.387
102,MSC,Fibroblast,GABPB1,TFR2,Ligand,Receptor,2.451
103,MSC,Megakaryocyte,GABPB1,TFR2,Ligand,Receptor,2.387
104,Neural,MSC,SERPINE1,ITGB5,Ligand,Receptor,2.444
105,MSC,MSC,SERPINE1,ITGB5,Ligand,Receptor,2.444
106,Fibroblast,MSC,SERPINE1,ITGB5,Ligand,Receptor,2.602
107,Megakaryocyte,MSC,SERPINE1,ITGB5,Ligand,Receptor,2.444
108,MSC,Neural,IGF1,IGF2R,Ligand,Receptor,2.544
109,MSC,MSC,IGF1,IGF2R,Ligand,Receptor,2.7060000000000004
110,MSC,Fibroblast,IGF1,IGF2R,Ligand,Receptor,2.544
111,MSC,Megakaryocyte,IGF1,IGF2R,Ligand,Receptor,2.681
112,Neural,MSC,TGFB1,TGFBR3,Ligand,Receptor,2.415
113,MSC,MSC,TGFB1,TGFBR3,Ligand,Receptor,2.542
114,Fibroblast,MSC,TGFB1,TGFBR3,Ligand,Receptor,2.5340000000000003
115,Megakaryocyte,MSC,TGFB1,TGFBR3,Ligand,Receptor,2.415
116,Neural,Fibroblast,ADAM10,AXL,Ligand,Receptor,2.51
117,MSC,Fibroblast,ADAM10,AXL,Ligand,Receptor,2.648
118,Myeloid,Fibroblast,ADAM10,AXL,Ligand,Receptor,3.007
119,Myeloid,Megakaryocyte,ADAM10,AXL,Ligand,Receptor,2.843
120,Fibroblast,Neural,FN1,NT5E,Ligand,Receptor,2.784
121,Fibroblast,MSC,FN1,NT5E,Ligand,Receptor,3.004
122,Fibroblast,Fibroblast,FN1,NT5E,Ligand,Receptor,2.9410000000000003
123,Fibroblast,Megakaryocyte,FN1,NT5E,Ligand,Receptor,2.784
124,MSC,MSC,TGFB1,ENG,Ligand,Receptor,2.383
125,MSC,Fibroblast,TGFB1,ENG,Ligand,Receptor,2.375
126,Fibroblast,MSC,TGFB1,ENG,Ligand,Receptor,2.375
127,Fibroblast,Fibroblast,TGFB1,ENG,Ligand,Receptor,2.367
128,MSC,Neural,APP,GPC1,Ligand,Receptor,2.613
129,MSC,MSC,APP,GPC1,Ligand,Receptor,2.679
130,MSC,Fibroblast,APP,GPC1,Ligand,Receptor,2.7710000000000004
131,MSC,Megakaryocyte,APP,GPC1,Ligand,Receptor,2.613
132,MSC,MSC,MMP2,SDC2,Ligand,Receptor,2.653
133,Fibroblast,Neural,MMP2,SDC2,Ligand,Receptor,2.576
134,Fibroblast,MSC,MMP2,SDC2,Ligand,Receptor,2.9210000000000003
135,Fibroblast,Fibroblast,MMP2,SDC2,Ligand,Receptor,2.655
136,Neural,MSC,SDC1,TNC,Ligand,Receptor,2.594
137,MSC,MSC,SDC1,TNC,Ligand,Receptor,2.844
138,Fibroblast,MSC,SDC1,TNC,Ligand,Receptor,2.673
139,Megakaryocyte,MSC,SDC1,TNC,Ligand,Receptor,2.594
140,MSC,Neural,NID1,PTPRF,Ligand,Receptor,2.827
141,MSC,MSC,NID1,PTPRF,Ligand,Receptor,2.74
142,MSC,Fibroblast,NID1,PTPRF,Ligand,Receptor,2.677
143,MSC,Megakaryocyte,NID1,PTPRF,Ligand,Receptor,2.677
144,Fibroblast,Neural,CTHRC1,FZD5,Ligand,Receptor,2.479
145,Fibroblast,MSC,CTHRC1,FZD5,Ligand,Receptor,2.7110000000000003
146,Fibroblast,Fibroblast,CTHRC1,FZD5,Ligand,Receptor,2.479
147,Fibroblast,Myeloid,CTHRC1,FZD5,Ligand,Receptor,2.479
148,MSC,Neural,TNFSF12,TNFRSF25,Ligand,Receptor,2.371
149,MSC,MSC,TNFSF12,TNFRSF25,Ligand,Receptor,2.562
150,MSC,Megakaryocyte,TNFSF12,TNFRSF25,Ligand,Receptor,2.519
151,Fibroblast,MSC,TNFSF12,TNFRSF25,Ligand,Receptor,2.357
152,Fibroblast,Neural,COL1A1,ITGA11,Ligand,Receptor,2.75
153,Fibroblast,MSC,COL1A1,ITGA11,Ligand,Receptor,2.839
154,Fibroblast,Fibroblast,COL1A1,ITGA11,Ligand,Receptor,2.9
155,Fibroblast,Megakaryocyte,COL1A1,ITGA11,Ligand,Receptor,2.75
156,Neural,MSC,SEMA4C,PLXNB2,Ligand,Receptor,2.565
157,MSC,MSC,SEMA4C,PLXNB2,Ligand,Receptor,2.752
158,Fibroblast,MSC,SEMA4C,PLXNB2,Ligand,Receptor,2.643
159,Megakaryocyte,MSC,SEMA4C,PLXNB2,Ligand,Receptor,2.565
160,Neural,MSC,COL5A2,ITGA1,Ligand,Receptor,2.428
161,MSC,MSC,COL5A2,ITGA1,Ligand,Receptor,2.607
162,Fibroblast,MSC,COL5A2,ITGA1,Ligand,Receptor,2.552
163,Megakaryocyte,MSC,COL5A2,ITGA1,Ligand,Receptor,2.428
164,Neural,MSC,TGFB1,SDC2,Ligand,Receptor,2.449
165,MSC,MSC,TGFB1,SDC2,Ligand,Receptor,2.577
166,Fibroblast,MSC,TGFB1,SDC2,Ligand,Receptor,2.568
167,Megakaryocyte,MSC,TGFB1,SDC2,Ligand,Receptor,2.449
168,MSC,Neural,PRSS23,TMEM222,Ligand,Receptor,2.504
169,MSC,MSC,PRSS23,TMEM222,Ligand,Receptor,2.6830000000000003
170,MSC,Fibroblast,PRSS23,TMEM222,Ligand,Receptor,2.654
171,MSC,Megakaryocyte,PRSS23,TMEM222,Ligand,Receptor,2.632
172,MSC,MSC,ADAM15,ITGB1,Ligand,Receptor,2.645
173,Fibroblast,MSC,ADAM15,ITGB1,Ligand,Receptor,2.716
174,MSC,Fibroblast,ADAM15,ITGB1,Ligand,Receptor,2.489
175,Fibroblast,Fibroblast,ADAM15,ITGB1,Ligand,Receptor,2.56
176,Neural,MSC,COL6A3,ITGA1,Ligand,Receptor,2.432
177,MSC,MSC,COL6A3,ITGA1,Ligand,Receptor,2.617
178,Fibroblast,MSC,COL6A3,ITGA1,Ligand,Receptor,2.44
179,Megakaryocyte,MSC,COL6A3,ITGA1,Ligand,Receptor,2.475
180,Fibroblast,Megakaryocyte,GNAI2,S1PR1,Ligand,Receptor,2.4290000000000003
181,Myeloid,Neural,GNAI2,S1PR1,Ligand,Receptor,2.676
182,Myeloid,Megakaryocyte,GNAI2,S1PR1,Ligand,Receptor,2.824
183,Myeloid,Myeloid,GNAI2,S1PR1,Ligand,Receptor,2.676
184,Neural,MSC,NT5E,TNC,Ligand,Receptor,2.589
185,MSC,MSC,NT5E,TNC,Ligand,Receptor,2.81
186,Fibroblast,MSC,NT5E,TNC,Ligand,Receptor,2.747
187,Megakaryocyte,MSC,NT5E,TNC,Ligand,Receptor,2.589
188,MSC,Neural,RSPO1,LRP6,Ligand,Receptor,2.741
189,MSC,MSC,RSPO1,LRP6,Ligand,Receptor,2.794
190,MSC,Fibroblast,RSPO1,LRP6,Ligand,Receptor,2.6910000000000003
191,MSC,Megakaryocyte,RSPO1,LRP6,Ligand,Receptor,2.6910000000000003
192,Neural,MSC,VEGFB,NRP1,Ligand,Receptor,2.542
193,MSC,MSC,VEGFB,NRP1,Ligand,Receptor,2.687
194,Fibroblast,MSC,VEGFB,NRP1,Ligand,Receptor,2.6210000000000004
195,Megakaryocyte,MSC,VEGFB,NRP1,Ligand,Receptor,2.542
196,MSC,MSC,MFNG,NOTCH2,Ligand,Receptor,2.372
197,Megakaryocyte,Neural,MFNG,NOTCH2,Ligand,Receptor,2.36
198,Megakaryocyte,MSC,MFNG,NOTCH2,Ligand,Receptor,2.542
199,Megakaryocyte,Fibroblast,MFNG,NOTCH2,Ligand,Receptor,2.513
200,Neural,MSC,ADAM12,SDC4,Ligand,Receptor,2.511
201,MSC,MSC,ADAM12,SDC4,Ligand,Receptor,2.614
202,Fibroblast,MSC,ADAM12,SDC4,Ligand,Receptor,2.748
203,Fibroblast,Myeloid,ADAM12,SDC4,Ligand,Receptor,2.381
204,Neural,MSC,SERPINE1,PLAUR,Ligand,Receptor,2.6
205,MSC,MSC,SERPINE1,PLAUR,Ligand,Receptor,2.6
206,Fibroblast,MSC,SERPINE1,PLAUR,Ligand,Receptor,2.757
207,Megakaryocyte,MSC,SERPINE1,PLAUR,Ligand,Receptor,2.6
208,Fibroblast,Neural,PKM,CD44,Ligand,Receptor,2.4930000000000003
209,Fibroblast,MSC,PKM,CD44,Ligand,Receptor,2.549
210,Fibroblast,Fibroblast,PKM,CD44,Ligand,Receptor,2.6830000000000003
211,Fibroblast,Megakaryocyte,PKM,CD44,Ligand,Receptor,2.584
212,Neural,MSC,SDC1,MDK,Ligand,Receptor,2.902
213,MSC,MSC,SDC1,MDK,Ligand,Receptor,3.152
214,Fibroblast,MSC,SDC1,MDK,Ligand,Receptor,2.9810000000000003
215,Megakaryocyte,MSC,SDC1,MDK,Ligand,Receptor,2.902
216,Neural,MSC,SERPINE1,LRP1,Ligand,Receptor,2.825
217,MSC,MSC,SERPINE1,LRP1,Ligand,Receptor,2.825
218,Fibroblast,MSC,SERPINE1,LRP1,Ligand,Receptor,2.983
219,Megakaryocyte,MSC,SERPINE1,LRP1,Ligand,Receptor,2.825
220,Neural,MSC,TIMP3,ADAM17,Ligand,Receptor,2.455
221,MSC,MSC,TIMP3,ADAM17,Ligand,Receptor,2.679
222,Fibroblast,MSC,TIMP3,ADAM17,Ligand,Receptor,2.513
223,Megakaryocyte,MSC,TIMP3,ADAM17,Ligand,Receptor,2.455
224,Neural,MSC,COL5A1,ITGB1,Ligand,Receptor,2.463
225,MSC,MSC,COL5A1,ITGB1,Ligand,Receptor,2.517
226,Fibroblast,MSC,COL5A1,ITGB1,Ligand,Receptor,2.753
227,Fibroblast,Fibroblast,COL5A1,ITGB1,Ligand,Receptor,2.597
228,Neural,MSC,SERPINA1,LRP1,Ligand,Receptor,2.826
229,MSC,MSC,SERPINA1,LRP1,Ligand,Receptor,2.929
230,Fibroblast,MSC,SERPINA1,LRP1,Ligand,Receptor,2.826
231,Megakaryocyte,MSC,SERPINA1,LRP1,Ligand,Receptor,2.974
232,Fibroblast,Neural,COL1A1,ITGA5,Ligand,Receptor,2.744
233,Fibroblast,MSC,COL1A1,ITGA5,Ligand,Receptor,2.809
234,Fibroblast,Fibroblast,COL1A1,ITGA5,Ligand,Receptor,3.07
235,Fibroblast,Megakaryocyte,COL1A1,ITGA5,Ligand,Receptor,2.744
236,MSC,Neural,ANGPT1,ITGA5,Ligand,Receptor,2.684
237,MSC,MSC,ANGPT1,ITGA5,Ligand,Receptor,2.749
238,MSC,Fibroblast,ANGPT1,ITGA5,Ligand,Receptor,3.01
239,MSC,Megakaryocyte,ANGPT1,ITGA5,Ligand,Receptor,2.684
240,MSC,MSC,COL6A2,ITGB1,Ligand,Receptor,2.757
241,Fibroblast,MSC,COL6A2,ITGB1,Ligand,Receptor,2.59
242,Megakaryocyte,MSC,COL6A2,ITGB1,Ligand,Receptor,2.411
243,MSC,Fibroblast,COL6A2,ITGB1,Ligand,Receptor,2.6010000000000004
244,MSC,Neural,LPL,SDC1,Ligand,Receptor,2.805
245,MSC,MSC,LPL,SDC1,Ligand,Receptor,3.055
246,MSC,Fibroblast,LPL,SDC1,Ligand,Receptor,2.884
247,MSC,Megakaryocyte,LPL,SDC1,Ligand,Receptor,2.805
248,Neural,MSC,SERPINE2,LRP1,Ligand,Receptor,2.777
249,MSC,MSC,SERPINE2,LRP1,Ligand,Receptor,2.922
250,Fibroblast,MSC,SERPINE2,LRP1,Ligand,Receptor,3.019
251,Megakaryocyte,MSC,SERPINE2,LRP1,Ligand,Receptor,2.777
252,MSC,Neural,LRPAP1,VLDLR,Ligand,Receptor,2.455
253,MSC,MSC,LRPAP1,VLDLR,Ligand,Receptor,2.406
254,MSC,Fibroblast,LRPAP1,VLDLR,Ligand,Receptor,2.406
255,MSC,Megakaryocyte,LRPAP1,VLDLR,Ligand,Receptor,2.406
256,Neural,MSC,DUSP18,ITGA1,Ligand,Receptor,2.471
257,MSC,MSC,DUSP18,ITGA1,Ligand,Receptor,2.471
258,Fibroblast,MSC,DUSP18,ITGA1,Ligand,Receptor,2.55
259,Megakaryocyte,MSC,DUSP18,ITGA1,Ligand,Receptor,2.471
260,Neural,MSC,WNT5A,FZD5,Ligand,Receptor,2.386
261,MSC,MSC,WNT5A,FZD5,Ligand,Receptor,2.46
262,Fibroblast,MSC,WNT5A,FZD5,Ligand,Receptor,2.543
263,Fibroblast,Myeloid,WNT5A,FZD5,Ligand,Receptor,2.311
264,MSC,Neural,LPL,VLDLR,Ligand,Receptor,2.875
265,MSC,MSC,LPL,VLDLR,Ligand,Receptor,2.825
266,MSC,Fibroblast,LPL,VLDLR,Ligand,Receptor,2.825
267,MSC,Megakaryocyte,LPL,VLDLR,Ligand,Receptor,2.825
268,Neural,MSC,THBS1,CD47,Ligand,Receptor,2.336
269,MSC,MSC,THBS1,CD47,Ligand,Receptor,2.51
270,MSC,Megakaryocyte,THBS1,CD47,Ligand,Receptor,2.371
271,Fibroblast,MSC,THBS1,CD47,Ligand,Receptor,2.385
272,MSC,Neural,TFPI,VLDLR,Ligand,Receptor,2.612
273,MSC,MSC,TFPI,VLDLR,Ligand,Receptor,2.562
274,MSC,Fibroblast,TFPI,VLDLR,Ligand,Receptor,2.562
275,MSC,Megakaryocyte,TFPI,VLDLR,Ligand,Receptor,2.562
276,MSC,Neural,TNC,ITGA5,Ligand,Receptor,2.569
277,MSC,MSC,TNC,ITGA5,Ligand,Receptor,2.634
278,MSC,Fibroblast,TNC,ITGA5,Ligand,Receptor,2.895
279,MSC,Megakaryocyte,TNC,ITGA5,Ligand,Receptor,2.569
280,Neural,Myeloid,LILRB1,HLA-G,Ligand,Receptor,2.85
281,MSC,Myeloid,LILRB1,HLA-G,Ligand,Receptor,2.85
282,Fibroblast,Myeloid,LILRB1,HLA-G,Ligand,Receptor,2.85
283,Megakaryocyte,Myeloid,LILRB1,HLA-G,Ligand,Receptor,2.85
284,Myeloid,Myeloid,LILRB1,HLA-G,Ligand,Receptor,2.85
285,Neural,MSC,COL6A3,ITGB1,Ligand,Receptor,2.471
286,MSC,MSC,COL6A3,ITGB1,Ligand,Receptor,2.655
287,Fibroblast,MSC,COL6A3,ITGB1,Ligand,Receptor,2.479
288,Megakaryocyte,MSC,COL6A3,ITGB1,Ligand,Receptor,2.514
289,MSC,Fibroblast,COL6A3,ITGB1,Ligand,Receptor,2.5
290,MSC,Neural,FBLN1,ITGB1,Ligand,Receptor,2.69
291,MSC,MSC,FBLN1,ITGB1,Ligand,Receptor,3.145
292,Fibroblast,MSC,FBLN1,ITGB1,Ligand,Receptor,2.494
293,MSC,Fibroblast,FBLN1,ITGB1,Ligand,Receptor,2.99
294,MSC,Megakaryocyte,FBLN1,ITGB1,Ligand,Receptor,2.867
295,MSC,Neural,LAMC1,ITGAV,Ligand,Receptor,2.397
296,MSC,MSC,LAMC1,ITGAV,Ligand,Receptor,2.397
297,MSC,Fibroblast,LAMC1,ITGAV,Ligand,Receptor,2.397
298,MSC,Megakaryocyte,LAMC1,ITGAV,Ligand,Receptor,2.397
299,MSC,Myeloid,LAMC1,ITGAV,Ligand,Receptor,2.397
300,Neural,MSC,LAMC1,ITGB1,Ligand,Receptor,2.528
301,MSC,MSC,LAMC1,ITGB1,Ligand,Receptor,2.741
302,Fibroblast,MSC,LAMC1,ITGB1,Ligand,Receptor,2.68
303,MSC,Fibroblast,LAMC1,ITGB1,Ligand,Receptor,2.5860000000000003
304,Fibroblast,Fibroblast,LAMC1,ITGB1,Ligand,Receptor,2.524
305,Neural,MSC,SEMA4A,PLXND1,Ligand,Receptor,2.418
306,MSC,Neural,SEMA4A,PLXND1,Ligand,Receptor,2.352
307,MSC,MSC,SEMA4A,PLXND1,Ligand,Receptor,2.61
308,Fibroblast,MSC,SEMA4A,PLXND1,Ligand,Receptor,2.418
309,Myeloid,MSC,SEMA4A,PLXND1,Ligand,Receptor,2.418
310,Neural,Megakaryocyte,SGPP1,ITGA4,Ligand,Receptor,2.6060000000000003
311,MSC,Megakaryocyte,SGPP1,ITGA4,Ligand,Receptor,2.6060000000000003
312,Fibroblast,Megakaryocyte,SGPP1,ITGA4,Ligand,Receptor,2.6060000000000003
313,Megakaryocyte,Megakaryocyte,SGPP1,ITGA4,Ligand,Receptor,2.6060000000000003
314,Myeloid,Megakaryocyte,SGPP1,ITGA4,Ligand,Receptor,2.6060000000000003
315,Neural,MSC,ADAM17,ITGB1,Ligand,Receptor,2.466
316,MSC,MSC,ADAM17,ITGB1,Ligand,Receptor,2.834
317,Fibroblast,MSC,ADAM17,ITGB1,Ligand,Receptor,2.466
318,Megakaryocyte,MSC,ADAM17,ITGB1,Ligand,Receptor,2.466
319,MSC,Fibroblast,ADAM17,ITGB1,Ligand,Receptor,2.679
320,MSC,Neural,APOE,LRP5,Ligand,Receptor,3.1180000000000003
321,MSC,MSC,APOE,LRP5,Ligand,Receptor,3.1180000000000003
322,MSC,Fibroblast,APOE,LRP5,Ligand,Receptor,3.1180000000000003
323,MSC,Megakaryocyte,APOE,LRP5,Ligand,Receptor,3.1180000000000003
324,MSC,Myeloid,APOE,LRP5,Ligand,Receptor,3.1180000000000003
325,Neural,MSC,SGPP1,ITGB5,Ligand,Receptor,2.454
326,MSC,MSC,SGPP1,ITGB5,Ligand,Receptor,2.454
327,Fibroblast,MSC,SGPP1,ITGB5,Ligand,Receptor,2.454
328,Megakaryocyte,MSC,SGPP1,ITGB5,Ligand,Receptor,2.454
329,Myeloid,MSC,SGPP1,ITGB5,Ligand,Receptor,2.454
330,Myeloid,Neural,JAG1,NOTCH2,Ligand,Receptor,2.878
331,Myeloid,MSC,JAG1,NOTCH2,Ligand,Receptor,3.06
332,Myeloid,Fibroblast,JAG1,NOTCH2,Ligand,Receptor,3.031
333,Myeloid,Megakaryocyte,JAG1,NOTCH2,Ligand,Receptor,2.878
334,Myeloid,Myeloid,JAG1,NOTCH2,Ligand,Receptor,2.878
335,Neural,Fibroblast,SGPP1,CD44,Ligand,Receptor,2.322
336,MSC,Fibroblast,SGPP1,CD44,Ligand,Receptor,2.322
337,Fibroblast,Fibroblast,SGPP1,CD44,Ligand,Receptor,2.322
338,Megakaryocyte,Fibroblast,SGPP1,CD44,Ligand,Receptor,2.322
339,Myeloid,Fibroblast,SGPP1,CD44,Ligand,Receptor,2.322
340,Neural,Megakaryocyte,THBS2,ITGA4,Ligand,Receptor,2.584
341,MSC,Megakaryocyte,THBS2,ITGA4,Ligand,Receptor,2.584
342,Fibroblast,Megakaryocyte,THBS2,ITGA4,Ligand,Receptor,2.584
343,Megakaryocyte,Megakaryocyte,THBS2,ITGA4,Ligand,Receptor,2.584
344,Myeloid,Megakaryocyte,THBS2,ITGA4,Ligand,Receptor,2.584
345,MSC,MSC,COL6A1,ITGB1,Ligand,Receptor,2.858
346,Fibroblast,MSC,COL6A1,ITGB1,Ligand,Receptor,2.862
347,MSC,Fibroblast,COL6A1,ITGB1,Ligand,Receptor,2.702
348,Fibroblast,Fibroblast,COL6A1,ITGB1,Ligand,Receptor,2.707
349,MSC,Megakaryocyte,COL6A1,ITGB1,Ligand,Receptor,2.579
350,Neural,MSC,VEGFA,NRP2,Ligand,Receptor,2.563
351,MSC,MSC,VEGFA,NRP2,Ligand,Receptor,2.712
352,Fibroblast,MSC,VEGFA,NRP2,Ligand,Receptor,2.642
353,Megakaryocyte,MSC,VEGFA,NRP2,Ligand,Receptor,2.563
354,Myeloid,MSC,VEGFA,NRP2,Ligand,Receptor,3.2260000000000004
355,Neural,MSC,OSM,LIFR,Ligand,Receptor,2.76
356,MSC,MSC,OSM,LIFR,Ligand,Receptor,2.76
357,Fibroblast,MSC,OSM,LIFR,Ligand,Receptor,2.76
358,Megakaryocyte,MSC,OSM,LIFR,Ligand,Receptor,2.76
359,Myeloid,MSC,OSM,LIFR,Ligand,Receptor,2.76
360,Neural,MSC,VEGFC,ITGB1,Ligand,Receptor,2.497
361,MSC,MSC,VEGFC,ITGB1,Ligand,Receptor,2.858
362,Fibroblast,MSC,VEGFC,ITGB1,Ligand,Receptor,2.497
