,source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
3221,Fibroblast,Fibroblast,CDH1,LRP5,Ligand,Receptor,2.213
3222,Megakaryocyte,Fibroblast,CDH1,LRP5,Ligand,Receptor,2.213
3223,Myeloid,Fibroblast,CDH1,LRP5,Ligand,Receptor,2.213
3224,Neural,Megakaryocyte,CDH1,LRP5,Ligand,Receptor,2.213
3225,MSC,Megakaryocyte,CDH1,LRP5,Ligand,Receptor,2.213
3226,Fibroblast,Megakaryocyte,CDH1,LRP5,Ligand,Receptor,2.213
3227,Megakaryocyte,Megakaryocyte,CDH1,LRP5,Ligand,Receptor,2.213
3228,Myeloid,Megakaryocyte,CDH1,LRP5,Ligand,Receptor,2.213
3229,Neural,Myeloid,CDH1,LRP5,Ligand,Receptor,2.213
3230,MSC,Myeloid,CDH1,LRP5,Ligand,Receptor,2.213
3231,Fibroblast,Myeloid,CDH1,LRP5,Ligand,Receptor,2.213
3232,Megakaryocyte,Myeloid,CDH1,LRP5,Ligand,Receptor,2.213
3233,Myeloid,Myeloid,CDH1,LRP5,Ligand,Receptor,2.213
3234,Neural,Neural,CDH1,IGF1R,Ligand,Receptor,2.213
3235,MSC,Neural,CDH1,IGF1R,Ligand,Receptor,2.213
3236,Fibroblast,Neural,CDH1,IGF1R,Ligand,Receptor,2.213
3237,Megakaryocyte,Neural,CDH1,IGF1R,Ligand,Receptor,2.213
3238,Myeloid,Neural,CDH1,IGF1R,Ligand,Receptor,2.213
3239,Neural,MSC,CDH1,IGF1R,Ligand,Receptor,2.213
3240,MSC,MSC,CDH1,IGF1R,Ligand,Receptor,2.213
3241,Fibroblast,MSC,CDH1,IGF1R,Ligand,Receptor,2.213
3242,Megakaryocyte,MSC,CDH1,IGF1R,Ligand,Receptor,2.213
3243,Myeloid,MSC,CDH1,IGF1R,Ligand,Receptor,2.213
3244,Neural,Fibroblast,CDH1,IGF1R,Ligand,Receptor,2.213
3245,MSC,Fibroblast,CDH1,IGF1R,Ligand,Receptor,2.213
3246,Fibroblast,Fibroblast,CDH1,IGF1R,Ligand,Receptor,2.213
3247,Megakaryocyte,Fibroblast,CDH1,IGF1R,Ligand,Receptor,2.213
3248,Myeloid,Fibroblast,CDH1,IGF1R,Ligand,Receptor,2.213
3249,Neural,Megakaryocyte,CDH1,IGF1R,Ligand,Receptor,2.213
3250,MSC,Megakaryocyte,CDH1,IGF1R,Ligand,Receptor,2.213
3251,Fibroblast,Megakaryocyte,CDH1,IGF1R,Ligand,Receptor,2.213
3252,Megakaryocyte,Megakaryocyte,CDH1,IGF1R,Ligand,Receptor,2.213
3253,Myeloid,Megakaryocyte,CDH1,IGF1R,Ligand,Receptor,2.213
3254,Neural,Myeloid,CDH1,IGF1R,Ligand,Receptor,2.213
3255,MSC,Myeloid,CDH1,IGF1R,Ligand,Receptor,2.213
3256,Fibroblast,Myeloid,CDH1,IGF1R,Ligand,Receptor,2.213
3257,Megakaryocyte,Myeloid,CDH1,IGF1R,Ligand,Receptor,2.213
3258,Myeloid,Myeloid,CDH1,IGF1R,Ligand,Receptor,2.213
3259,Neural,Neural,IL15,IL15RA,Ligand,Receptor,2.213
3260,Neural,MSC,IL15,IL15RA,Ligand,Receptor,2.213
3261,Neural,Fibroblast,IL15,IL15RA,Ligand,Receptor,2.213
3262,Neural,Megakaryocyte,IL15,IL15RA,Ligand,Receptor,2.213
3263,Neural,Myeloid,IL15,IL15RA,Ligand,Receptor,2.213
3264,MSC,Neural,IL15,IL15RA,Ligand,Receptor,2.213
3265,MSC,MSC,IL15,IL15RA,Ligand,Receptor,2.213
3266,MSC,Fibroblast,IL15,IL15RA,Ligand,Receptor,2.213
3267,MSC,Megakaryocyte,IL15,IL15RA,Ligand,Receptor,2.213
3268,MSC,Myeloid,IL15,IL15RA,Ligand,Receptor,2.213
3269,Fibroblast,Neural,IL15,IL15RA,Ligand,Receptor,2.213
3270,Fibroblast,MSC,IL15,IL15RA,Ligand,Receptor,2.213
3271,Fibroblast,Fibroblast,IL15,IL15RA,Ligand,Receptor,2.213
3272,Fibroblast,Megakaryocyte,IL15,IL15RA,Ligand,Receptor,2.213
3273,Fibroblast,Myeloid,IL15,IL15RA,Ligand,Receptor,2.213
3274,Megakaryocyte,Neural,IL15,IL15RA,Ligand,Receptor,2.213
3275,Megakaryocyte,MSC,IL15,IL15RA,Ligand,Receptor,2.213
3276,Megakaryocyte,Fibroblast,IL15,IL15RA,Ligand,Receptor,2.213
3277,Megakaryocyte,Megakaryocyte,IL15,IL15RA,Ligand,Receptor,2.213
3278,Megakaryocyte,Myeloid,IL15,IL15RA,Ligand,Receptor,2.213
3279,Myeloid,Neural,IL15,IL15RA,Ligand,Receptor,2.213
3280,Myeloid,MSC,IL15,IL15RA,Ligand,Receptor,2.213
3281,Myeloid,Fibroblast,IL15,IL15RA,Ligand,Receptor,2.213
3282,Myeloid,Megakaryocyte,IL15,IL15RA,Ligand,Receptor,2.213
3283,Myeloid,Myeloid,IL15,IL15RA,Ligand,Receptor,2.213
3284,Neural,Neural,CD5L,CD5L,Ligand,Receptor,2.245
3285,Neural,MSC,CD5L,CD5L,Ligand,Receptor,2.245
3286,Neural,Fibroblast,CD5L,CD5L,Ligand,Receptor,2.245
3287,Neural,Megakaryocyte,CD5L,CD5L,Ligand,Receptor,2.245
3288,Neural,Myeloid,CD5L,CD5L,Ligand,Receptor,2.245
3289,MSC,Neural,CD5L,CD5L,Ligand,Receptor,2.245
3290,MSC,MSC,CD5L,CD5L,Ligand,Receptor,2.245
3291,MSC,Fibroblast,CD5L,CD5L,Ligand,Receptor,2.245
3292,MSC,Megakaryocyte,CD5L,CD5L,Ligand,Receptor,2.245
3293,MSC,Myeloid,CD5L,CD5L,Ligand,Receptor,2.245
3294,Fibroblast,Neural,CD5L,CD5L,Ligand,Receptor,2.245
3295,Fibroblast,MSC,CD5L,CD5L,Ligand,Receptor,2.245
3296,Fibroblast,Fibroblast,CD5L,CD5L,Ligand,Receptor,2.245
3297,Fibroblast,Megakaryocyte,CD5L,CD5L,Ligand,Receptor,2.245
3298,Fibroblast,Myeloid,CD5L,CD5L,Ligand,Receptor,2.245
3299,Megakaryocyte,Neural,CD5L,CD5L,Ligand,Receptor,2.245
3300,Megakaryocyte,MSC,CD5L,CD5L,Ligand,Receptor,2.245
3301,Megakaryocyte,Fibroblast,CD5L,CD5L,Ligand,Receptor,2.245
3302,Megakaryocyte,Megakaryocyte,CD5L,CD5L,Ligand,Receptor,2.245
3303,Megakaryocyte,Myeloid,CD5L,CD5L,Ligand,Receptor,2.245
3304,Myeloid,Neural,CD5L,CD5L,Ligand,Receptor,2.245
3305,Myeloid,MSC,CD5L,CD5L,Ligand,Receptor,2.245
3306,Myeloid,Fibroblast,CD5L,CD5L,Ligand,Receptor,2.245
3307,Myeloid,Megakaryocyte,CD5L,CD5L,Ligand,Receptor,2.245
3308,Myeloid,Myeloid,CD5L,CD5L,Ligand,Receptor,2.245
3309,Neural,Neural,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3310,MSC,Neural,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3311,Fibroblast,Neural,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3312,Megakaryocyte,Neural,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3313,Myeloid,Neural,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3314,Neural,MSC,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3315,MSC,MSC,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3316,Fibroblast,MSC,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3317,Megakaryocyte,MSC,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3318,Myeloid,MSC,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3319,Neural,Fibroblast,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3320,MSC,Fibroblast,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3321,Fibroblast,Fibroblast,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3322,Megakaryocyte,Fibroblast,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3323,Myeloid,Fibroblast,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3324,Neural,Megakaryocyte,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3325,MSC,Megakaryocyte,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3326,Fibroblast,Megakaryocyte,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3327,Megakaryocyte,Megakaryocyte,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3328,Myeloid,Megakaryocyte,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3329,Neural,Myeloid,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3330,MSC,Myeloid,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3331,Fibroblast,Myeloid,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3332,Megakaryocyte,Myeloid,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3333,Myeloid,Myeloid,SEMA4D,ERBB2,Ligand,Receptor,2.1830000000000003
3334,Neural,Neural,ICOSLG,ICOS,Ligand,Receptor,2.245
3335,Neural,MSC,ICOSLG,ICOS,Ligand,Receptor,2.245
3336,Neural,Fibroblast,ICOSLG,ICOS,Ligand,Receptor,2.245
3337,Neural,Megakaryocyte,ICOSLG,ICOS,Ligand,Receptor,2.245
3338,Neural,Myeloid,ICOSLG,ICOS,Ligand,Receptor,2.245
3339,MSC,Neural,ICOSLG,ICOS,Ligand,Receptor,2.245
3340,MSC,MSC,ICOSLG,ICOS,Ligand,Receptor,2.245
3341,MSC,Fibroblast,ICOSLG,ICOS,Ligand,Receptor,2.245
3342,MSC,Megakaryocyte,ICOSLG,ICOS,Ligand,Receptor,2.245
3343,MSC,Myeloid,ICOSLG,ICOS,Ligand,Receptor,2.245
3344,Fibroblast,Neural,ICOSLG,ICOS,Ligand,Receptor,2.245
3345,Fibroblast,MSC,ICOSLG,ICOS,Ligand,Receptor,2.245
3346,Fibroblast,Fibroblast,ICOSLG,ICOS,Ligand,Receptor,2.245
3347,Fibroblast,Megakaryocyte,ICOSLG,ICOS,Ligand,Receptor,2.245
3348,Fibroblast,Myeloid,ICOSLG,ICOS,Ligand,Receptor,2.245
3349,Megakaryocyte,Neural,ICOSLG,ICOS,Ligand,Receptor,2.245
3350,Megakaryocyte,MSC,ICOSLG,ICOS,Ligand,Receptor,2.245
3351,Megakaryocyte,Fibroblast,ICOSLG,ICOS,Ligand,Receptor,2.245
3352,Megakaryocyte,Megakaryocyte,ICOSLG,ICOS,Ligand,Receptor,2.245
3353,Megakaryocyte,Myeloid,ICOSLG,ICOS,Ligand,Receptor,2.245
3354,Myeloid,Neural,ICOSLG,ICOS,Ligand,Receptor,2.245
3355,Myeloid,MSC,ICOSLG,ICOS,Ligand,Receptor,2.245
3356,Myeloid,Fibroblast,ICOSLG,ICOS,Ligand,Receptor,2.245
3357,Myeloid,Megakaryocyte,ICOSLG,ICOS,Ligand,Receptor,2.245
3358,Myeloid,Myeloid,ICOSLG,ICOS,Ligand,Receptor,2.245
3359,Neural,Neural,VWF,GP1BA,Ligand,Receptor,2.129
3360,Neural,MSC,VWF,GP1BA,Ligand,Receptor,2.129
3361,Neural,Fibroblast,VWF,GP1BA,Ligand,Receptor,2.129
3362,Neural,Megakaryocyte,VWF,GP1BA,Ligand,Receptor,2.129
3363,Neural,Myeloid,VWF,GP1BA,Ligand,Receptor,2.129
3364,MSC,Neural,VWF,GP1BA,Ligand,Receptor,2.129
3365,MSC,MSC,VWF,GP1BA,Ligand,Receptor,2.129
3366,MSC,Fibroblast,VWF,GP1BA,Ligand,Receptor,2.129
3367,MSC,Megakaryocyte,VWF,GP1BA,Ligand,Receptor,2.129
3368,MSC,Myeloid,VWF,GP1BA,Ligand,Receptor,2.129
3369,Fibroblast,Neural,VWF,GP1BA,Ligand,Receptor,2.129
3370,Fibroblast,MSC,VWF,GP1BA,Ligand,Receptor,2.129
3371,Fibroblast,Fibroblast,VWF,GP1BA,Ligand,Receptor,2.129
3372,Fibroblast,Megakaryocyte,VWF,GP1BA,Ligand,Receptor,2.129
3373,Fibroblast,Myeloid,VWF,GP1BA,Ligand,Receptor,2.129
3374,Megakaryocyte,Neural,VWF,GP1BA,Ligand,Receptor,2.129
3375,Megakaryocyte,MSC,VWF,GP1BA,Ligand,Receptor,2.129
3376,Megakaryocyte,Fibroblast,VWF,GP1BA,Ligand,Receptor,2.129
3377,Megakaryocyte,Megakaryocyte,VWF,GP1BA,Ligand,Receptor,2.129
3378,Megakaryocyte,Myeloid,VWF,GP1BA,Ligand,Receptor,2.129
3379,Myeloid,Neural,VWF,GP1BA,Ligand,Receptor,2.129
3380,Myeloid,MSC,VWF,GP1BA,Ligand,Receptor,2.129
3381,Myeloid,Fibroblast,VWF,GP1BA,Ligand,Receptor,2.129
3382,Myeloid,Megakaryocyte,VWF,GP1BA,Ligand,Receptor,2.129
3383,Myeloid,Myeloid,VWF,GP1BA,Ligand,Receptor,2.129
3384,Neural,Neural,PTDSS1,SCARB1,Ligand,Receptor,2.191
3385,Neural,MSC,PTDSS1,SCARB1,Ligand,Receptor,2.191
3386,Neural,Fibroblast,PTDSS1,SCARB1,Ligand,Receptor,2.191
3387,Neural,Megakaryocyte,PTDSS1,SCARB1,Ligand,Receptor,2.191
3388,Neural,Myeloid,PTDSS1,SCARB1,Ligand,Receptor,2.191
3389,MSC,Neural,PTDSS1,SCARB1,Ligand,Receptor,2.191
3390,MSC,MSC,PTDSS1,SCARB1,Ligand,Receptor,2.191
3391,MSC,Fibroblast,PTDSS1,SCARB1,Ligand,Receptor,2.191
3392,MSC,Megakaryocyte,PTDSS1,SCARB1,Ligand,Receptor,2.191
3393,MSC,Myeloid,PTDSS1,SCARB1,Ligand,Receptor,2.191
3394,Fibroblast,Neural,PTDSS1,SCARB1,Ligand,Receptor,2.191
3395,Fibroblast,MSC,PTDSS1,SCARB1,Ligand,Receptor,2.191
3396,Fibroblast,Fibroblast,PTDSS1,SCARB1,Ligand,Receptor,2.191
3397,Fibroblast,Megakaryocyte,PTDSS1,SCARB1,Ligand,Receptor,2.191
3398,Fibroblast,Myeloid,PTDSS1,SCARB1,Ligand,Receptor,2.191
3399,Megakaryocyte,Neural,PTDSS1,SCARB1,Ligand,Receptor,2.191
3400,Megakaryocyte,MSC,PTDSS1,SCARB1,Ligand,Receptor,2.191
3401,Megakaryocyte,Fibroblast,PTDSS1,SCARB1,Ligand,Receptor,2.191
3402,Megakaryocyte,Megakaryocyte,PTDSS1,SCARB1,Ligand,Receptor,2.191
3403,Megakaryocyte,Myeloid,PTDSS1,SCARB1,Ligand,Receptor,2.191
3404,Myeloid,Neural,PTDSS1,SCARB1,Ligand,Receptor,2.191
3405,Myeloid,MSC,PTDSS1,SCARB1,Ligand,Receptor,2.191
3406,Myeloid,Fibroblast,PTDSS1,SCARB1,Ligand,Receptor,2.191
3407,Myeloid,Megakaryocyte,PTDSS1,SCARB1,Ligand,Receptor,2.191
3408,Myeloid,Myeloid,PTDSS1,SCARB1,Ligand,Receptor,2.191
3409,Neural,Neural,TNF,TRAF2,Ligand,Receptor,2.222
3410,Neural,MSC,TNF,TRAF2,Ligand,Receptor,2.222
3411,Neural,Fibroblast,TNF,TRAF2,Ligand,Receptor,2.222
3412,Neural,Megakaryocyte,TNF,TRAF2,Ligand,Receptor,2.222
3413,Neural,Myeloid,TNF,TRAF2,Ligand,Receptor,2.222
3414,MSC,Neural,TNF,TRAF2,Ligand,Receptor,2.222
3415,MSC,MSC,TNF,TRAF2,Ligand,Receptor,2.222
3416,MSC,Fibroblast,TNF,TRAF2,Ligand,Receptor,2.222
3417,MSC,Megakaryocyte,TNF,TRAF2,Ligand,Receptor,2.222
3418,MSC,Myeloid,TNF,TRAF2,Ligand,Receptor,2.222
3419,Fibroblast,Neural,TNF,TRAF2,Ligand,Receptor,2.222
3420,Fibroblast,MSC,TNF,TRAF2,Ligand,Receptor,2.222
3421,Fibroblast,Fibroblast,TNF,TRAF2,Ligand,Receptor,2.222
3422,Fibroblast,Megakaryocyte,TNF,TRAF2,Ligand,Receptor,2.222
3423,Fibroblast,Myeloid,TNF,TRAF2,Ligand,Receptor,2.222
3424,Megakaryocyte,Neural,TNF,TRAF2,Ligand,Receptor,2.222
3425,Megakaryocyte,MSC,TNF,TRAF2,Ligand,Receptor,2.222
3426,Megakaryocyte,Fibroblast,TNF,TRAF2,Ligand,Receptor,2.222
3427,Megakaryocyte,Megakaryocyte,TNF,TRAF2,Ligand,Receptor,2.222
3428,Megakaryocyte,Myeloid,TNF,TRAF2,Ligand,Receptor,2.222
3429,Myeloid,Neural,TNF,TRAF2,Ligand,Receptor,2.222
3430,Myeloid,MSC,TNF,TRAF2,Ligand,Receptor,2.222
3431,Myeloid,Fibroblast,TNF,TRAF2,Ligand,Receptor,2.222
3432,Myeloid,Megakaryocyte,TNF,TRAF2,Ligand,Receptor,2.222
3433,Myeloid,Myeloid,TNF,TRAF2,Ligand,Receptor,2.222
3434,Neural,Neural,MERTK,ZP3,Ligand,Receptor,2.197
3435,MSC,Neural,MERTK,ZP3,Ligand,Receptor,2.197
3436,Fibroblast,Neural,MERTK,ZP3,Ligand,Receptor,2.197
3437,Megakaryocyte,Neural,MERTK,ZP3,Ligand,Receptor,2.197
3438,Myeloid,Neural,MERTK,ZP3,Ligand,Receptor,2.197
3439,Neural,MSC,MERTK,ZP3,Ligand,Receptor,2.197
3440,MSC,MSC,MERTK,ZP3,Ligand,Receptor,2.197
3441,Fibroblast,MSC,MERTK,ZP3,Ligand,Receptor,2.197
3442,Megakaryocyte,MSC,MERTK,ZP3,Ligand,Receptor,2.197
3443,Myeloid,MSC,MERTK,ZP3,Ligand,Receptor,2.197
3444,Neural,Fibroblast,MERTK,ZP3,Ligand,Receptor,2.197
3445,MSC,Fibroblast,MERTK,ZP3,Ligand,Receptor,2.197
3446,Fibroblast,Fibroblast,MERTK,ZP3,Ligand,Receptor,2.197
3447,Megakaryocyte,Fibroblast,MERTK,ZP3,Ligand,Receptor,2.197
3448,Myeloid,Fibroblast,MERTK,ZP3,Ligand,Receptor,2.197
3449,Neural,Megakaryocyte,MERTK,ZP3,Ligand,Receptor,2.197
3450,MSC,Megakaryocyte,MERTK,ZP3,Ligand,Receptor,2.197
3451,Fibroblast,Megakaryocyte,MERTK,ZP3,Ligand,Receptor,2.197
3452,Megakaryocyte,Megakaryocyte,MERTK,ZP3,Ligand,Receptor,2.197
3453,Myeloid,Megakaryocyte,MERTK,ZP3,Ligand,Receptor,2.197
3454,Neural,Myeloid,MERTK,ZP3,Ligand,Receptor,2.197
3455,MSC,Myeloid,MERTK,ZP3,Ligand,Receptor,2.197
3456,Fibroblast,Myeloid,MERTK,ZP3,Ligand,Receptor,2.197
3457,Megakaryocyte,Myeloid,MERTK,ZP3,Ligand,Receptor,2.197
3458,Myeloid,Myeloid,MERTK,ZP3,Ligand,Receptor,2.197
3459,Neural,Neural,TNF,RIPK1,Ligand,Receptor,2.245
3460,Neural,MSC,TNF,RIPK1,Ligand,Receptor,2.245
3461,Neural,Fibroblast,TNF,RIPK1,Ligand,Receptor,2.245
3462,Neural,Megakaryocyte,TNF,RIPK1,Ligand,Receptor,2.245
3463,Neural,Myeloid,TNF,RIPK1,Ligand,Receptor,2.245
3464,MSC,Neural,TNF,RIPK1,Ligand,Receptor,2.245
3465,MSC,MSC,TNF,RIPK1,Ligand,Receptor,2.245
3466,MSC,Fibroblast,TNF,RIPK1,Ligand,Receptor,2.245
3467,MSC,Megakaryocyte,TNF,RIPK1,Ligand,Receptor,2.245
3468,MSC,Myeloid,TNF,RIPK1,Ligand,Receptor,2.245
3469,Fibroblast,Neural,TNF,RIPK1,Ligand,Receptor,2.245
3470,Fibroblast,MSC,TNF,RIPK1,Ligand,Receptor,2.245
3471,Fibroblast,Fibroblast,TNF,RIPK1,Ligand,Receptor,2.245
3472,Fibroblast,Megakaryocyte,TNF,RIPK1,Ligand,Receptor,2.245
3473,Fibroblast,Myeloid,TNF,RIPK1,Ligand,Receptor,2.245
3474,Megakaryocyte,Neural,TNF,RIPK1,Ligand,Receptor,2.245
3475,Megakaryocyte,MSC,TNF,RIPK1,Ligand,Receptor,2.245
3476,Megakaryocyte,Fibroblast,TNF,RIPK1,Ligand,Receptor,2.245
3477,Megakaryocyte,Megakaryocyte,TNF,RIPK1,Ligand,Receptor,2.245
3478,Megakaryocyte,Myeloid,TNF,RIPK1,Ligand,Receptor,2.245
3479,Myeloid,Neural,TNF,RIPK1,Ligand,Receptor,2.245
3480,Myeloid,MSC,TNF,RIPK1,Ligand,Receptor,2.245
3481,Myeloid,Fibroblast,TNF,RIPK1,Ligand,Receptor,2.245
3482,Myeloid,Megakaryocyte,TNF,RIPK1,Ligand,Receptor,2.245
3483,Myeloid,Myeloid,TNF,RIPK1,Ligand,Receptor,2.245
3484,Neural,Neural,TNF,DAG1,Ligand,Receptor,2.245
3485,Neural,MSC,TNF,DAG1,Ligand,Receptor,2.245
3486,Neural,Fibroblast,TNF,DAG1,Ligand,Receptor,2.245
3487,Neural,Megakaryocyte,TNF,DAG1,Ligand,Receptor,2.245
3488,Neural,Myeloid,TNF,DAG1,Ligand,Receptor,2.245
3489,MSC,Neural,TNF,DAG1,Ligand,Receptor,2.245
3490,MSC,MSC,TNF,DAG1,Ligand,Receptor,2.245
3491,MSC,Fibroblast,TNF,DAG1,Ligand,Receptor,2.245
3492,MSC,Megakaryocyte,TNF,DAG1,Ligand,Receptor,2.245
3493,MSC,Myeloid,TNF,DAG1,Ligand,Receptor,2.245
3494,Fibroblast,Neural,TNF,DAG1,Ligand,Receptor,2.245
3495,Fibroblast,MSC,TNF,DAG1,Ligand,Receptor,2.245
3496,Fibroblast,Fibroblast,TNF,DAG1,Ligand,Receptor,2.245
3497,Fibroblast,Megakaryocyte,TNF,DAG1,Ligand,Receptor,2.245
3498,Fibroblast,Myeloid,TNF,DAG1,Ligand,Receptor,2.245
3499,Megakaryocyte,Neural,TNF,DAG1,Ligand,Receptor,2.245
3500,Megakaryocyte,MSC,TNF,DAG1,Ligand,Receptor,2.245
3501,Megakaryocyte,Fibroblast,TNF,DAG1,Ligand,Receptor,2.245
3502,Megakaryocyte,Megakaryocyte,TNF,DAG1,Ligand,Receptor,2.245
3503,Megakaryocyte,Myeloid,TNF,DAG1,Ligand,Receptor,2.245
3504,Myeloid,Neural,TNF,DAG1,Ligand,Receptor,2.245
3505,Myeloid,MSC,TNF,DAG1,Ligand,Receptor,2.245
3506,Myeloid,Fibroblast,TNF,DAG1,Ligand,Receptor,2.245
3507,Myeloid,Megakaryocyte,TNF,DAG1,Ligand,Receptor,2.245
3508,Myeloid,Myeloid,TNF,DAG1,Ligand,Receptor,2.245
3509,Neural,Neural,VWF,ITGA2B,Ligand,Receptor,2.115
3510,Neural,MSC,VWF,ITGA2B,Ligand,Receptor,2.115
3511,Neural,Fibroblast,VWF,ITGA2B,Ligand,Receptor,2.115
3512,Neural,Megakaryocyte,VWF,ITGA2B,Ligand,Receptor,2.115
3513,Neural,Myeloid,VWF,ITGA2B,Ligand,Receptor,2.115
3514,MSC,Neural,VWF,ITGA2B,Ligand,Receptor,2.115
3515,MSC,MSC,VWF,ITGA2B,Ligand,Receptor,2.115
3516,MSC,Fibroblast,VWF,ITGA2B,Ligand,Receptor,2.115
3517,MSC,Megakaryocyte,VWF,ITGA2B,Ligand,Receptor,2.115
3518,MSC,Myeloid,VWF,ITGA2B,Ligand,Receptor,2.115
3519,Fibroblast,Neural,VWF,ITGA2B,Ligand,Receptor,2.115
3520,Fibroblast,MSC,VWF,ITGA2B,Ligand,Receptor,2.115
3521,Fibroblast,Fibroblast,VWF,ITGA2B,Ligand,Receptor,2.115
3522,Fibroblast,Megakaryocyte,VWF,ITGA2B,Ligand,Receptor,2.115
3523,Fibroblast,Myeloid,VWF,ITGA2B,Ligand,Receptor,2.115
3524,Megakaryocyte,Neural,VWF,ITGA2B,Ligand,Receptor,2.115
3525,Megakaryocyte,MSC,VWF,ITGA2B,Ligand,Receptor,2.115
3526,Megakaryocyte,Fibroblast,VWF,ITGA2B,Ligand,Receptor,2.115
3527,Megakaryocyte,Megakaryocyte,VWF,ITGA2B,Ligand,Receptor,2.115
3528,Megakaryocyte,Myeloid,VWF,ITGA2B,Ligand,Receptor,2.115
3529,Myeloid,Neural,VWF,ITGA2B,Ligand,Receptor,2.115
3530,Myeloid,MSC,VWF,ITGA2B,Ligand,Receptor,2.115
3531,Myeloid,Fibroblast,VWF,ITGA2B,Ligand,Receptor,2.115
3532,Myeloid,Megakaryocyte,VWF,ITGA2B,Ligand,Receptor,2.115
3533,Myeloid,Myeloid,VWF,ITGA2B,Ligand,Receptor,2.115
3534,Neural,Neural,NETO2,NRG1,Ligand,Receptor,2.245
3535,MSC,Neural,NETO2,NRG1,Ligand,Receptor,2.245
3536,Fibroblast,Neural,NETO2,NRG1,Ligand,Receptor,2.245
3537,Megakaryocyte,Neural,NETO2,NRG1,Ligand,Receptor,2.245
3538,Myeloid,Neural,NETO2,NRG1,Ligand,Receptor,2.245
3539,Neural,MSC,NETO2,NRG1,Ligand,Receptor,2.245
3540,MSC,MSC,NETO2,NRG1,Ligand,Receptor,2.245
3541,Fibroblast,MSC,NETO2,NRG1,Ligand,Receptor,2.245
3542,Megakaryocyte,MSC,NETO2,NRG1,Ligand,Receptor,2.245
3543,Myeloid,MSC,NETO2,NRG1,Ligand,Receptor,2.245
3544,Neural,Fibroblast,NETO2,NRG1,Ligand,Receptor,2.245
3545,MSC,Fibroblast,NETO2,NRG1,Ligand,Receptor,2.245
3546,Fibroblast,Fibroblast,NETO2,NRG1,Ligand,Receptor,2.245
3547,Megakaryocyte,Fibroblast,NETO2,NRG1,Ligand,Receptor,2.245
3548,Myeloid,Fibroblast,NETO2,NRG1,Ligand,Receptor,2.245
3549,Neural,Megakaryocyte,NETO2,NRG1,Ligand,Receptor,2.245
3550,MSC,Megakaryocyte,NETO2,NRG1,Ligand,Receptor,2.245
3551,Fibroblast,Megakaryocyte,NETO2,NRG1,Ligand,Receptor,2.245
3552,Megakaryocyte,Megakaryocyte,NETO2,NRG1,Ligand,Receptor,2.245
3553,Myeloid,Megakaryocyte,NETO2,NRG1,Ligand,Receptor,2.245
3554,Neural,Myeloid,NETO2,NRG1,Ligand,Receptor,2.245
3555,MSC,Myeloid,NETO2,NRG1,Ligand,Receptor,2.245
3556,Fibroblast,Myeloid,NETO2,NRG1,Ligand,Receptor,2.245
3557,Megakaryocyte,Myeloid,NETO2,NRG1,Ligand,Receptor,2.245
3558,Myeloid,Myeloid,NETO2,NRG1,Ligand,Receptor,2.245
3559,Neural,Neural,IL1B,IL1R2,Ligand,Receptor,2.245
3560,Neural,MSC,IL1B,IL1R2,Ligand,Receptor,2.245
3561,Neural,Fibroblast,IL1B,IL1R2,Ligand,Receptor,2.245
3562,Neural,Megakaryocyte,IL1B,IL1R2,Ligand,Receptor,2.245
3563,Neural,Myeloid,IL1B,IL1R2,Ligand,Receptor,2.245
3564,MSC,Neural,IL1B,IL1R2,Ligand,Receptor,2.245
3565,MSC,MSC,IL1B,IL1R2,Ligand,Receptor,2.245
3566,MSC,Fibroblast,IL1B,IL1R2,Ligand,Receptor,2.245
3567,MSC,Megakaryocyte,IL1B,IL1R2,Ligand,Receptor,2.245
3568,MSC,Myeloid,IL1B,IL1R2,Ligand,Receptor,2.245
