,source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
365,Fibroblast,MSC,ADAM17,ITGB1,Ligand,Receptor,2.396
366,Neural,Megakaryocyte,ADAM17,ITGB1,Ligand,Receptor,2.443
367,MSC,Megakaryocyte,ADAM17,ITGB1,Ligand,Receptor,2.6260000000000003
368,Fibroblast,Megakaryocyte,ADAM17,ITGB1,Ligand,Receptor,2.53
369,MSC,Neural,VCAM1,ITGA4,Ligand,Receptor,2.632
370,MSC,MSC,VCAM1,ITGA4,Ligand,Receptor,2.632
371,MSC,Fibroblast,VCAM1,ITGA4,Ligand,Receptor,2.632
372,MSC,Megakaryocyte,VCAM1,ITGA4,Ligand,Receptor,2.749
373,MSC,Myeloid,VCAM1,ITGA4,Ligand,Receptor,2.632
374,Neural,Neural,PIGK,AMFR,Ligand,Receptor,2.342
375,MSC,Neural,PIGK,AMFR,Ligand,Receptor,2.342
376,Fibroblast,Neural,PIGK,AMFR,Ligand,Receptor,2.342
377,Megakaryocyte,Neural,PIGK,AMFR,Ligand,Receptor,2.342
378,Myeloid,Neural,PIGK,AMFR,Ligand,Receptor,2.342
379,MSC,Neural,THBS2,ITGA6,Ligand,Receptor,2.612
380,MSC,MSC,THBS2,ITGA6,Ligand,Receptor,2.612
381,MSC,Fibroblast,THBS2,ITGA6,Ligand,Receptor,2.612
382,MSC,Megakaryocyte,THBS2,ITGA6,Ligand,Receptor,2.612
383,MSC,Myeloid,THBS2,ITGA6,Ligand,Receptor,2.612
384,Neural,MSC,SDC1,HSPG2,Ligand,Receptor,2.482
385,MSC,MSC,SDC1,HSPG2,Ligand,Receptor,2.482
386,Fibroblast,MSC,SDC1,HSPG2,Ligand,Receptor,2.482
387,Megakaryocyte,MSC,SDC1,HSPG2,Ligand,Receptor,2.482
388,Myeloid,MSC,SDC1,HSPG2,Ligand,Receptor,2.482
389,MSC,Neural,COL6A2,ITGB1,Ligand,Receptor,2.654
390,MSC,MSC,COL6A2,ITGB1,Ligand,Receptor,2.885
391,MSC,Fibroblast,COL6A2,ITGB1,Ligand,Receptor,2.775
392,MSC,Megakaryocyte,COL6A2,ITGB1,Ligand,Receptor,3.019
393,MSC,Myeloid,COL6A2,ITGB1,Ligand,Receptor,2.625
394,MSC,Neural,THBS2,ITGA4,Ligand,Receptor,2.563
395,MSC,MSC,THBS2,ITGA4,Ligand,Receptor,2.563
396,MSC,Fibroblast,THBS2,ITGA4,Ligand,Receptor,2.563
397,MSC,Megakaryocyte,THBS2,ITGA4,Ligand,Receptor,2.68
398,MSC,Myeloid,THBS2,ITGA4,Ligand,Receptor,2.563
399,Neural,MSC,VEGFC,NRP2,Ligand,Receptor,2.399
400,MSC,MSC,VEGFC,NRP2,Ligand,Receptor,2.399
401,Fibroblast,MSC,VEGFC,NRP2,Ligand,Receptor,2.399
402,Megakaryocyte,MSC,VEGFC,NRP2,Ligand,Receptor,2.399
403,Myeloid,MSC,VEGFC,NRP2,Ligand,Receptor,2.399
404,Neural,MSC,APOD,LEPR,Ligand,Receptor,2.682
405,MSC,MSC,APOD,LEPR,Ligand,Receptor,2.682
406,Fibroblast,MSC,APOD,LEPR,Ligand,Receptor,2.682
407,Megakaryocyte,MSC,APOD,LEPR,Ligand,Receptor,2.682
408,Myeloid,MSC,APOD,LEPR,Ligand,Receptor,2.682
409,Neural,MSC,SDC1,TNC,Ligand,Receptor,2.699
410,MSC,MSC,SDC1,TNC,Ligand,Receptor,2.699
411,Fibroblast,MSC,SDC1,TNC,Ligand,Receptor,2.699
412,Megakaryocyte,MSC,SDC1,TNC,Ligand,Receptor,2.699
413,Myeloid,MSC,SDC1,TNC,Ligand,Receptor,2.699
414,Neural,MSC,NT5E,TNC,Ligand,Receptor,2.694
415,MSC,MSC,NT5E,TNC,Ligand,Receptor,2.694
416,Fibroblast,MSC,NT5E,TNC,Ligand,Receptor,2.694
417,Megakaryocyte,MSC,NT5E,TNC,Ligand,Receptor,2.694
418,Myeloid,MSC,NT5E,TNC,Ligand,Receptor,2.694
419,MSC,Neural,TNC,ITGB1,Ligand,Receptor,2.61
420,MSC,MSC,TNC,ITGB1,Ligand,Receptor,2.842
421,MSC,Fibroblast,TNC,ITGB1,Ligand,Receptor,2.7310000000000003
422,MSC,Megakaryocyte,TNC,ITGB1,Ligand,Receptor,2.9760000000000004
423,MSC,Myeloid,TNC,ITGB1,Ligand,Receptor,2.582
424,MSC,Neural,CXCL12,ITGB1,Ligand,Receptor,2.5610000000000004
425,MSC,MSC,CXCL12,ITGB1,Ligand,Receptor,2.792
426,MSC,Fibroblast,CXCL12,ITGB1,Ligand,Receptor,2.682
427,MSC,Megakaryocyte,CXCL12,ITGB1,Ligand,Receptor,2.926
428,MSC,Myeloid,CXCL12,ITGB1,Ligand,Receptor,2.532
429,Neural,MSC,SDC4,CXCL12,Ligand,Receptor,2.637
430,MSC,MSC,SDC4,CXCL12,Ligand,Receptor,2.798
431,Fibroblast,MSC,SDC4,CXCL12,Ligand,Receptor,2.637
432,Megakaryocyte,MSC,SDC4,CXCL12,Ligand,Receptor,2.637
433,Myeloid,MSC,SDC4,CXCL12,Ligand,Receptor,2.637
434,Neural,Fibroblast,GPC1,COL18A1,Ligand,Receptor,2.643
435,MSC,Fibroblast,GPC1,COL18A1,Ligand,Receptor,2.643
436,Fibroblast,Fibroblast,GPC1,COL18A1,Ligand,Receptor,2.643
437,Megakaryocyte,Fibroblast,GPC1,COL18A1,Ligand,Receptor,2.643
438,Myeloid,Fibroblast,GPC1,COL18A1,Ligand,Receptor,2.643
439,MSC,Neural,CXCL12,CD4,Ligand,Receptor,2.648
440,MSC,MSC,CXCL12,CD4,Ligand,Receptor,2.891
441,MSC,Fibroblast,CXCL12,CD4,Ligand,Receptor,2.648
442,MSC,Megakaryocyte,CXCL12,CD4,Ligand,Receptor,2.648
443,MSC,Myeloid,CXCL12,CD4,Ligand,Receptor,2.648
444,Neural,MSC,NID1,ITGAV,Ligand,Receptor,2.562
445,MSC,MSC,NID1,ITGAV,Ligand,Receptor,2.74
446,Fibroblast,MSC,NID1,ITGAV,Ligand,Receptor,2.742
447,Megakaryocyte,MSC,NID1,ITGAV,Ligand,Receptor,2.562
448,Myeloid,MSC,NID1,ITGAV,Ligand,Receptor,2.562
449,Neural,MSC,SDC1,MDK,Ligand,Receptor,2.667
450,MSC,MSC,SDC1,MDK,Ligand,Receptor,2.667
451,Fibroblast,MSC,SDC1,MDK,Ligand,Receptor,2.667
452,Megakaryocyte,MSC,SDC1,MDK,Ligand,Receptor,2.667
453,Myeloid,MSC,SDC1,MDK,Ligand,Receptor,2.667
454,MSC,MSC,TGM2,ITGB1,Ligand,Receptor,2.397
455,Fibroblast,MSC,TGM2,ITGB1,Ligand,Receptor,2.369
456,Neural,Megakaryocyte,TGM2,ITGB1,Ligand,Receptor,2.4330000000000003
457,MSC,Megakaryocyte,TGM2,ITGB1,Ligand,Receptor,2.531
458,Fibroblast,Megakaryocyte,TGM2,ITGB1,Ligand,Receptor,2.503
459,MSC,Neural,MDK,ITGA4,Ligand,Receptor,2.662
460,MSC,MSC,MDK,ITGA4,Ligand,Receptor,2.662
461,MSC,Fibroblast,MDK,ITGA4,Ligand,Receptor,2.662
462,MSC,Megakaryocyte,MDK,ITGA4,Ligand,Receptor,2.778
463,MSC,Myeloid,MDK,ITGA4,Ligand,Receptor,2.662
464,Neural,MSC,LAMC1,ITGAV,Ligand,Receptor,2.583
465,MSC,MSC,LAMC1,ITGAV,Ligand,Receptor,2.583
466,Fibroblast,MSC,LAMC1,ITGAV,Ligand,Receptor,2.583
467,Megakaryocyte,MSC,LAMC1,ITGAV,Ligand,Receptor,2.583
468,Myeloid,MSC,LAMC1,ITGAV,Ligand,Receptor,2.583
469,Neural,Megakaryocyte,TGM2,TBXA2R,Ligand,Receptor,2.504
470,MSC,Megakaryocyte,TGM2,TBXA2R,Ligand,Receptor,2.602
471,Fibroblast,Megakaryocyte,TGM2,TBXA2R,Ligand,Receptor,2.574
472,Megakaryocyte,Megakaryocyte,TGM2,TBXA2R,Ligand,Receptor,2.474
473,Myeloid,Megakaryocyte,TGM2,TBXA2R,Ligand,Receptor,2.474
474,MSC,Neural,MDK,ITGB1,Ligand,Receptor,2.579
475,MSC,MSC,MDK,ITGB1,Ligand,Receptor,2.81
476,MSC,Fibroblast,MDK,ITGB1,Ligand,Receptor,2.7
477,MSC,Megakaryocyte,MDK,ITGB1,Ligand,Receptor,2.944
478,MSC,Myeloid,MDK,ITGB1,Ligand,Receptor,2.55
479,Neural,MSC,ADAM15,ITGAV,Ligand,Receptor,2.5860000000000003
480,MSC,MSC,ADAM15,ITGAV,Ligand,Receptor,2.615
481,Fibroblast,MSC,ADAM15,ITGAV,Ligand,Receptor,2.5860000000000003
482,Megakaryocyte,MSC,ADAM15,ITGAV,Ligand,Receptor,2.5860000000000003
483,Myeloid,MSC,ADAM15,ITGAV,Ligand,Receptor,2.778
484,MSC,Neural,VCAN,ITGB1,Ligand,Receptor,2.622
485,MSC,MSC,VCAN,ITGB1,Ligand,Receptor,2.853
486,MSC,Fibroblast,VCAN,ITGB1,Ligand,Receptor,2.7430000000000003
487,MSC,Megakaryocyte,VCAN,ITGB1,Ligand,Receptor,2.988
488,MSC,Myeloid,VCAN,ITGB1,Ligand,Receptor,2.594
489,MSC,Neural,TNC,ITGA5,Ligand,Receptor,2.674
490,MSC,MSC,TNC,ITGA5,Ligand,Receptor,2.8710000000000004
491,MSC,Fibroblast,TNC,ITGA5,Ligand,Receptor,2.674
492,MSC,Megakaryocyte,TNC,ITGA5,Ligand,Receptor,2.674
493,MSC,Myeloid,TNC,ITGA5,Ligand,Receptor,2.674
494,Neural,MSC,PSEN1,NOTCH3,Ligand,Receptor,2.745
495,MSC,MSC,PSEN1,NOTCH3,Ligand,Receptor,2.813
496,Fibroblast,MSC,PSEN1,NOTCH3,Ligand,Receptor,2.71
497,Megakaryocyte,MSC,PSEN1,NOTCH3,Ligand,Receptor,2.71
498,Myeloid,MSC,PSEN1,NOTCH3,Ligand,Receptor,2.71
499,Neural,MSC,SGPP1,ITGAV,Ligand,Receptor,2.623
500,MSC,MSC,SGPP1,ITGAV,Ligand,Receptor,2.7260000000000004
501,Fibroblast,MSC,SGPP1,ITGAV,Ligand,Receptor,2.623
502,Megakaryocyte,MSC,SGPP1,ITGAV,Ligand,Receptor,2.623
503,Myeloid,MSC,SGPP1,ITGAV,Ligand,Receptor,2.623
504,Neural,MSC,SGPP1,ITGB5,Ligand,Receptor,2.506
505,MSC,MSC,SGPP1,ITGB5,Ligand,Receptor,2.608
506,Fibroblast,MSC,SGPP1,ITGB5,Ligand,Receptor,2.506
507,Megakaryocyte,MSC,SGPP1,ITGB5,Ligand,Receptor,2.506
508,Myeloid,MSC,SGPP1,ITGB5,Ligand,Receptor,2.506
509,MSC,Neural,SGPP1,S1PR1,Ligand,Receptor,2.302
510,MSC,MSC,SGPP1,S1PR1,Ligand,Receptor,2.302
511,MSC,Fibroblast,SGPP1,S1PR1,Ligand,Receptor,2.302
512,MSC,Megakaryocyte,SGPP1,S1PR1,Ligand,Receptor,2.302
513,MSC,Myeloid,SGPP1,S1PR1,Ligand,Receptor,2.302
514,MSC,Neural,COL5A2,ITGB1,Ligand,Receptor,2.447
515,MSC,MSC,COL5A2,ITGB1,Ligand,Receptor,2.678
516,MSC,Fibroblast,COL5A2,ITGB1,Ligand,Receptor,2.568
517,Neural,Megakaryocyte,COL5A2,ITGB1,Ligand,Receptor,2.405
518,MSC,Megakaryocyte,COL5A2,ITGB1,Ligand,Receptor,2.812
519,Neural,MSC,LAMB1,ITGAV,Ligand,Receptor,2.58
520,MSC,MSC,LAMB1,ITGAV,Ligand,Receptor,2.812
521,Fibroblast,MSC,LAMB1,ITGAV,Ligand,Receptor,2.755
522,Megakaryocyte,MSC,LAMB1,ITGAV,Ligand,Receptor,2.679
523,Myeloid,MSC,LAMB1,ITGAV,Ligand,Receptor,2.58
524,Myeloid,Neural,LTF,LRP11,Ligand,Receptor,3.4810000000000003
525,Myeloid,MSC,LTF,LRP11,Ligand,Receptor,3.42
526,Myeloid,Fibroblast,LTF,LRP11,Ligand,Receptor,3.317
527,Myeloid,Megakaryocyte,LTF,LRP11,Ligand,Receptor,3.317
528,Myeloid,Myeloid,LTF,LRP11,Ligand,Receptor,3.317
529,Neural,MSC,FBN1,ITGAV,Ligand,Receptor,2.546
530,MSC,MSC,FBN1,ITGAV,Ligand,Receptor,2.781
531,Fibroblast,MSC,FBN1,ITGAV,Ligand,Receptor,2.546
532,Megakaryocyte,MSC,FBN1,ITGAV,Ligand,Receptor,2.546
533,Myeloid,MSC,FBN1,ITGAV,Ligand,Receptor,2.546
534,MSC,Neural,COL16A1,ITGB1,Ligand,Receptor,2.654
535,MSC,MSC,COL16A1,ITGB1,Ligand,Receptor,2.885
536,MSC,Fibroblast,COL16A1,ITGB1,Ligand,Receptor,2.775
537,MSC,Megakaryocyte,COL16A1,ITGB1,Ligand,Receptor,3.019
538,MSC,Myeloid,COL16A1,ITGB1,Ligand,Receptor,2.625
539,Fibroblast,Neural,CTHRC1,FZD6,Ligand,Receptor,2.277
540,Fibroblast,MSC,CTHRC1,FZD6,Ligand,Receptor,2.277
541,Fibroblast,Fibroblast,CTHRC1,FZD6,Ligand,Receptor,2.277
542,Fibroblast,Megakaryocyte,CTHRC1,FZD6,Ligand,Receptor,2.277
543,Fibroblast,Myeloid,CTHRC1,FZD6,Ligand,Receptor,2.277
544,Neural,MSC,ADAM9,ITGB5,Ligand,Receptor,2.506
545,MSC,MSC,ADAM9,ITGB5,Ligand,Receptor,2.608
546,Fibroblast,MSC,ADAM9,ITGB5,Ligand,Receptor,2.506
547,Megakaryocyte,MSC,ADAM9,ITGB5,Ligand,Receptor,2.506
548,Myeloid,MSC,ADAM9,ITGB5,Ligand,Receptor,2.506
549,Megakaryocyte,Neural,SELP,CD34,Ligand,Receptor,2.48
550,Megakaryocyte,MSC,SELP,CD34,Ligand,Receptor,2.582
551,Megakaryocyte,Fibroblast,SELP,CD34,Ligand,Receptor,2.48
552,Megakaryocyte,Megakaryocyte,SELP,CD34,Ligand,Receptor,2.48
553,Megakaryocyte,Myeloid,SELP,CD34,Ligand,Receptor,2.48
554,Neural,MSC,SELL,CD34,Ligand,Receptor,2.302
555,MSC,MSC,SELL,CD34,Ligand,Receptor,2.302
556,Fibroblast,MSC,SELL,CD34,Ligand,Receptor,2.302
557,Megakaryocyte,MSC,SELL,CD34,Ligand,Receptor,2.302
558,Myeloid,MSC,SELL,CD34,Ligand,Receptor,2.302
559,Myeloid,Neural,LYZ,ITGAL,Ligand,Receptor,3.895
560,Myeloid,MSC,LYZ,ITGAL,Ligand,Receptor,3.895
561,Myeloid,Fibroblast,LYZ,ITGAL,Ligand,Receptor,3.895
562,Myeloid,Megakaryocyte,LYZ,ITGAL,Ligand,Receptor,3.895
563,Myeloid,Myeloid,LYZ,ITGAL,Ligand,Receptor,3.895
564,Neural,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,3.071
565,MSC,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,3.379
566,Fibroblast,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,3.304
567,Megakaryocyte,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,3.194
568,Myeloid,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,2.979
569,Neural,Neural,IL15,IL2RG,Ligand,Receptor,2.234
570,MSC,Neural,IL15,IL2RG,Ligand,Receptor,2.234
571,Fibroblast,Neural,IL15,IL2RG,Ligand,Receptor,2.234
572,Megakaryocyte,Neural,IL15,IL2RG,Ligand,Receptor,2.234
573,Myeloid,Neural,IL15,IL2RG,Ligand,Receptor,2.234
574,Fibroblast,Neural,VWF,SIRPA,Ligand,Receptor,2.767
575,Fibroblast,MSC,VWF,SIRPA,Ligand,Receptor,2.87
576,Fibroblast,Fibroblast,VWF,SIRPA,Ligand,Receptor,2.767
577,Fibroblast,Megakaryocyte,VWF,SIRPA,Ligand,Receptor,2.935
578,Fibroblast,Myeloid,VWF,SIRPA,Ligand,Receptor,2.767
579,Neural,MSC,BMP5,BMPR2,Ligand,Receptor,2.32
580,MSC,MSC,BMP5,BMPR2,Ligand,Receptor,2.32
581,Fibroblast,MSC,BMP5,BMPR2,Ligand,Receptor,2.32
582,Megakaryocyte,MSC,BMP5,BMPR2,Ligand,Receptor,2.32
583,Myeloid,MSC,BMP5,BMPR2,Ligand,Receptor,2.32
584,Neural,MSC,WNT5A,FZD5,Ligand,Receptor,2.354
585,MSC,MSC,WNT5A,FZD5,Ligand,Receptor,2.354
586,Fibroblast,MSC,WNT5A,FZD5,Ligand,Receptor,2.354
587,Megakaryocyte,MSC,WNT5A,FZD5,Ligand,Receptor,2.354
588,Myeloid,MSC,WNT5A,FZD5,Ligand,Receptor,2.354
589,Fibroblast,Neural,SLC3A2,THBD,Ligand,Receptor,2.487
590,Fibroblast,MSC,SLC3A2,THBD,Ligand,Receptor,2.632
591,MSC,Fibroblast,SLC3A2,THBD,Ligand,Receptor,2.569
592,Fibroblast,Fibroblast,SLC3A2,THBD,Ligand,Receptor,2.7910000000000004
593,Myeloid,Fibroblast,SLC3A2,THBD,Ligand,Receptor,2.636
594,Fibroblast,Neural,LGALS9,HAVCR2,Ligand,Receptor,2.452
595,Fibroblast,MSC,LGALS9,HAVCR2,Ligand,Receptor,2.452
596,Fibroblast,Fibroblast,LGALS9,HAVCR2,Ligand,Receptor,2.452
597,Fibroblast,Megakaryocyte,LGALS9,HAVCR2,Ligand,Receptor,2.452
598,Fibroblast,Myeloid,LGALS9,HAVCR2,Ligand,Receptor,2.452
599,Fibroblast,Neural,CTHRC1,FZD3,Ligand,Receptor,2.277
600,Fibroblast,MSC,CTHRC1,FZD3,Ligand,Receptor,2.277
601,Fibroblast,Fibroblast,CTHRC1,FZD3,Ligand,Receptor,2.277
602,Fibroblast,Megakaryocyte,CTHRC1,FZD3,Ligand,Receptor,2.277
603,Fibroblast,Myeloid,CTHRC1,FZD3,Ligand,Receptor,2.277
604,MSC,Neural,LAMB1,ITGB4,Ligand,Receptor,2.411
605,MSC,MSC,LAMB1,ITGB4,Ligand,Receptor,2.411
606,MSC,Fibroblast,LAMB1,ITGB4,Ligand,Receptor,2.411
607,MSC,Megakaryocyte,LAMB1,ITGB4,Ligand,Receptor,2.411
608,MSC,Myeloid,LAMB1,ITGB4,Ligand,Receptor,2.411
609,Neural,MSC,PDGFD,PDGFRB,Ligand,Receptor,2.396
610,MSC,MSC,PDGFD,PDGFRB,Ligand,Receptor,2.396
611,Fibroblast,MSC,PDGFD,PDGFRB,Ligand,Receptor,2.396
612,Megakaryocyte,MSC,PDGFD,PDGFRB,Ligand,Receptor,2.396
613,Myeloid,MSC,PDGFD,PDGFRB,Ligand,Receptor,2.396
614,MSC,Neural,APOE,VLDLR,Ligand,Receptor,2.685
615,MSC,MSC,APOE,VLDLR,Ligand,Receptor,2.685
616,MSC,Fibroblast,APOE,VLDLR,Ligand,Receptor,2.685
617,MSC,Megakaryocyte,APOE,VLDLR,Ligand,Receptor,2.685
618,MSC,Myeloid,APOE,VLDLR,Ligand,Receptor,2.685
619,Megakaryocyte,Neural,GP1BA,SLC3A2,Ligand,Receptor,2.983
620,Megakaryocyte,MSC,GP1BA,SLC3A2,Ligand,Receptor,3.052
621,Megakaryocyte,Fibroblast,GP1BA,SLC3A2,Ligand,Receptor,3.273
622,Megakaryocyte,Megakaryocyte,GP1BA,SLC3A2,Ligand,Receptor,3.045
623,Megakaryocyte,Myeloid,GP1BA,SLC3A2,Ligand,Receptor,3.1180000000000003
624,Neural,Myeloid,SELP,CD24,Ligand,Receptor,3.285
625,MSC,Myeloid,SELP,CD24,Ligand,Receptor,3.285
626,Fibroblast,Myeloid,SELP,CD24,Ligand,Receptor,3.285
627,Megakaryocyte,Myeloid,SELP,CD24,Ligand,Receptor,3.571
628,Myeloid,Myeloid,SELP,CD24,Ligand,Receptor,3.285
629,Neural,MSC,FGF2,NRP1,Ligand,Receptor,2.349
630,MSC,MSC,FGF2,NRP1,Ligand,Receptor,2.349
631,Fibroblast,MSC,FGF2,NRP1,Ligand,Receptor,2.349
632,Megakaryocyte,MSC,FGF2,NRP1,Ligand,Receptor,2.349
633,Myeloid,MSC,FGF2,NRP1,Ligand,Receptor,2.349
634,Megakaryocyte,Neural,PDGFC,PDGFRA,Ligand,Receptor,2.359
635,Megakaryocyte,MSC,PDGFC,PDGFRA,Ligand,Receptor,2.359
636,Megakaryocyte,Fibroblast,PDGFC,PDGFRA,Ligand,Receptor,2.359
637,Megakaryocyte,Megakaryocyte,PDGFC,PDGFRA,Ligand,Receptor,2.359
638,Megakaryocyte,Myeloid,PDGFC,PDGFRA,Ligand,Receptor,2.359
639,Neural,Fibroblast,DYSF,QDPR,Ligand,Receptor,2.531
640,MSC,Fibroblast,DYSF,QDPR,Ligand,Receptor,2.531
641,Fibroblast,Fibroblast,DYSF,QDPR,Ligand,Receptor,2.531
642,Megakaryocyte,Fibroblast,DYSF,QDPR,Ligand,Receptor,2.531
643,Myeloid,Fibroblast,DYSF,QDPR,Ligand,Receptor,2.531
644,Neural,MSC,NCAM1,FGFR1,Ligand,Receptor,2.345
645,MSC,MSC,NCAM1,FGFR1,Ligand,Receptor,2.345
646,Fibroblast,MSC,NCAM1,FGFR1,Ligand,Receptor,2.345
647,Megakaryocyte,MSC,NCAM1,FGFR1,Ligand,Receptor,2.345
648,Myeloid,MSC,NCAM1,FGFR1,Ligand,Receptor,2.345
649,MSC,Neural,EFNA1,EPHB6,Ligand,Receptor,2.329
650,MSC,MSC,EFNA1,EPHB6,Ligand,Receptor,2.329
651,MSC,Fibroblast,EFNA1,EPHB6,Ligand,Receptor,2.329
652,MSC,Megakaryocyte,EFNA1,EPHB6,Ligand,Receptor,2.329
653,MSC,Myeloid,EFNA1,EPHB6,Ligand,Receptor,2.329
654,Neural,MSC,SEMA4A,PLXNB2,Ligand,Receptor,2.297
655,MSC,MSC,SEMA4A,PLXNB2,Ligand,Receptor,2.297
656,Fibroblast,MSC,SEMA4A,PLXNB2,Ligand,Receptor,2.297
657,Megakaryocyte,MSC,SEMA4A,PLXNB2,Ligand,Receptor,2.297
658,Myeloid,MSC,SEMA4A,PLXNB2,Ligand,Receptor,2.297
659,Neural,MSC,RGMA,BMPR2,Ligand,Receptor,2.412
660,MSC,MSC,RGMA,BMPR2,Ligand,Receptor,2.412
661,Fibroblast,MSC,RGMA,BMPR2,Ligand,Receptor,2.412
662,Megakaryocyte,MSC,RGMA,BMPR2,Ligand,Receptor,2.412
663,Myeloid,MSC,RGMA,BMPR2,Ligand,Receptor,2.412
664,Neural,MSC,RGMB,BMPR2,Ligand,Receptor,2.374
665,MSC,MSC,RGMB,BMPR2,Ligand,Receptor,2.374
666,Fibroblast,MSC,RGMB,BMPR2,Ligand,Receptor,2.374
667,Megakaryocyte,MSC,RGMB,BMPR2,Ligand,Receptor,2.374
668,Myeloid,MSC,RGMB,BMPR2,Ligand,Receptor,2.374
669,Neural,Fibroblast,ABCA1,LIN7C,Ligand,Receptor,2.548
670,MSC,Fibroblast,ABCA1,LIN7C,Ligand,Receptor,2.548
671,Fibroblast,Fibroblast,ABCA1,LIN7C,Ligand,Receptor,2.548
672,Megakaryocyte,Fibroblast,ABCA1,LIN7C,Ligand,Receptor,2.548
673,Myeloid,Fibroblast,ABCA1,LIN7C,Ligand,Receptor,2.548
674,MSC,Neural,LAMB2,ITGB4,Ligand,Receptor,2.44
675,MSC,MSC,LAMB2,ITGB4,Ligand,Receptor,2.44
676,MSC,Fibroblast,LAMB2,ITGB4,Ligand,Receptor,2.44
677,MSC,Megakaryocyte,LAMB2,ITGB4,Ligand,Receptor,2.44
678,MSC,Myeloid,LAMB2,ITGB4,Ligand,Receptor,2.44
679,Neural,Neural,HMMR,HAS2,Ligand,Receptor,2.245
680,Neural,MSC,HMMR,HAS2,Ligand,Receptor,2.245
681,Neural,Fibroblast,HMMR,HAS2,Ligand,Receptor,2.245
682,Neural,Megakaryocyte,HMMR,HAS2,Ligand,Receptor,2.245
683,Neural,Myeloid,HMMR,HAS2,Ligand,Receptor,2.245
684,Neural,MSC,BMP4,BMPR2,Ligand,Receptor,2.37
685,MSC,MSC,BMP4,BMPR2,Ligand,Receptor,2.37
686,Fibroblast,MSC,BMP4,BMPR2,Ligand,Receptor,2.37
687,Megakaryocyte,MSC,BMP4,BMPR2,Ligand,Receptor,2.37
688,Myeloid,MSC,BMP4,BMPR2,Ligand,Receptor,2.37
689,Neural,Neural,FZR1,PTPRM,Ligand,Receptor,2.357
690,Neural,MSC,FZR1,PTPRM,Ligand,Receptor,2.357
691,Neural,Fibroblast,FZR1,PTPRM,Ligand,Receptor,2.357
692,Neural,Megakaryocyte,FZR1,PTPRM,Ligand,Receptor,2.357
693,Neural,Myeloid,FZR1,PTPRM,Ligand,Receptor,2.357
694,Neural,MSC,LTBP1,ITGB5,Ligand,Receptor,2.477
695,MSC,MSC,LTBP1,ITGB5,Ligand,Receptor,2.644
696,Fibroblast,MSC,LTBP1,ITGB5,Ligand,Receptor,2.477
697,Megakaryocyte,MSC,LTBP1,ITGB5,Ligand,Receptor,2.529
698,Myeloid,MSC,LTBP1,ITGB5,Ligand,Receptor,2.477
699,Neural,Fibroblast,SORBS1,INSR,Ligand,Receptor,2.363
700,MSC,Fibroblast,SORBS1,INSR,Ligand,Receptor,2.363
701,Fibroblast,Fibroblast,SORBS1,INSR,Ligand,Receptor,2.363
702,Megakaryocyte,Fibroblast,SORBS1,INSR,Ligand,Receptor,2.363
703,Myeloid,Fibroblast,SORBS1,INSR,Ligand,Receptor,2.363
704,Neural,MSC,SORBS1,ITGA1,Ligand,Receptor,2.4330000000000003
705,MSC,MSC,SORBS1,ITGA1,Ligand,Receptor,2.4330000000000003
706,Fibroblast,MSC,SORBS1,ITGA1,Ligand,Receptor,2.4330000000000003
707,Megakaryocyte,MSC,SORBS1,ITGA1,Ligand,Receptor,2.4330000000000003
708,Myeloid,MSC,SORBS1,ITGA1,Ligand,Receptor,2.4330000000000003
709,Neural,MSC,SORBS1,ITGB5,Ligand,Receptor,2.528
710,MSC,MSC,SORBS1,ITGB5,Ligand,Receptor,2.528
711,Fibroblast,MSC,SORBS1,ITGB5,Ligand,Receptor,2.528
712,Megakaryocyte,MSC,SORBS1,ITGB5,Ligand,Receptor,2.528
713,Myeloid,MSC,SORBS1,ITGB5,Ligand,Receptor,2.528
714,MSC,Neural,LPL,VLDLR,Ligand,Receptor,2.369
715,MSC,MSC,LPL,VLDLR,Ligand,Receptor,2.369
716,MSC,Fibroblast,LPL,VLDLR,Ligand,Receptor,2.369
717,MSC,Megakaryocyte,LPL,VLDLR,Ligand,Receptor,2.369
718,MSC,Myeloid,LPL,VLDLR,Ligand,Receptor,2.369
719,MSC,Neural,TFPI,VLDLR,Ligand,Receptor,2.564
720,MSC,MSC,TFPI,VLDLR,Ligand,Receptor,2.564
721,MSC,Fibroblast,TFPI,VLDLR,Ligand,Receptor,2.564
722,MSC,Megakaryocyte,TFPI,VLDLR,Ligand,Receptor,2.564
723,MSC,Myeloid,TFPI,VLDLR,Ligand,Receptor,2.564
724,MSC,Neural,CCL2,CCR10,Ligand,Receptor,2.521
725,MSC,MSC,CCL2,CCR10,Ligand,Receptor,2.623
726,MSC,Fibroblast,CCL2,CCR10,Ligand,Receptor,2.521
727,MSC,Megakaryocyte,CCL2,CCR10,Ligand,Receptor,2.521
728,MSC,Myeloid,CCL2,CCR10,Ligand,Receptor,2.521
729,MSC,Neural,CXCL12,CNOT6,Ligand,Receptor,2.692
730,MSC,MSC,CXCL12,CNOT6,Ligand,Receptor,2.692
