"","PC1","PC2","PC3","PC4","PC5","PC6"
"APP/Megakaryocyte",-0.696523519585441,0.119041479803193,0.550593568941171,-0.109610875919794,-0.0756825779717353,-0.114819451689809
"IL16/Neural",-0.592106772884213,-0.455889006749086,-0.298675456164163,0.145590340421053,-0.111249538310394,-0.0376680673804694
"IL16/Fibroblast",-0.61519147702378,-0.49388335431219,0.190390796443524,0.394355408443942,0.0269937714902605,0.0528943199622554
"IL16/Megakaryocyte",-0.642452192155818,-0.0245836848022364,-0.234250865584228,0.105042046879981,-0.122629373039253,-0.0888692782442357
"IL16/Myeloid",-0.632438435163875,-0.371530649922668,0.262514341270034,0.29402010924091,0.00583486860101015,0.0182483202899149
"CALR/Neural",-0.578561244339507,-0.105892571620231,0.399281446501545,0.0520750900029802,0.0197249371670106,0.048386882198357
"CALR/Fibroblast",-0.60985104027227,0.139571808500137,0.543257320993011,-0.150092041369965,-0.0205548502184803,-0.017299981386724
"CALR/Megakaryocyte",-0.613210413394207,0.13877606117713,0.543541679307275,-0.148522991018653,-0.0226916294985943,-0.0210798055801135
"CALR/Myeloid",-0.617898783162611,-0.24164865838977,0.331947567136668,0.178839108128547,0.00489242613080554,0.0193664040994377
"ADAM28/MSC",-0.612902794984793,0.0124109714060103,0.472851751213795,-0.04027649038206,-0.0123057609401562,-0.00549255375533686
"ADAM28/Neural",-0.611312418166291,-0.366526478591099,0.260726168395483,0.284153021339995,0.0192719743994961,0.0420182305440701
"ADAM28/Megakaryocyte",-0.611312418166291,-0.366526478591099,0.260726168395483,0.284153021339995,0.0192719743994961,0.0420182305440701
"PSAP/Neural",-0.614868222863209,-0.493806783887373,0.190363434197345,0.394204427293358,0.0271993820848839,0.0532580318252868
"PSAP/MSC",-0.730440852130667,0.363883486312007,0.694791805402964,-0.31055089777517,-0.117633338337369,-0.183462565946355
"PSAP/Fibroblast",-0.614739882010339,-0.493776383306857,0.190352570624215,0.394144483586378,0.0272810152079674,0.0534024355170903
"PSAP/Megakaryocyte",-0.70086794516476,0.11801241957675,0.550961260714556,-0.107581861170221,-0.0784456138697828,-0.119707477661371
"PSAP/Myeloid",-0.609594580545284,-0.492557596397059,0.189917040101433,0.391741285879276,0.0305537613243156,0.059191710797578
"VIM/MSC",-0.67320287189055,-0.00187251930308539,0.477955891115469,-0.0121124387366705,-0.0506603005955313,-0.0733395420135687
"VIM/Fibroblast",-0.583373724252466,-0.486346576078986,0.18769757222362,0.379494478393492,0.047231743199868,0.0886942223155839
"VIM/Megakaryocyte",-0.582754375713064,-0.486199868661093,0.187645146686554,0.379205201467994,0.0476256891207683,0.0893910870594927
"IGFBP4/MSC",-0.684280694863971,-0.0044965522830452,0.478893557672903,-0.00693843460714236,-0.0577063279379703,-0.0858037532615602
"IGFBP4/Fibroblast",-0.666983668394378,-0.126837396778806,0.406765774701881,0.0933734792378466,-0.0365155780355534,-0.0511014186875238
"COL3A1/Neural",-0.524159612083756,-0.345882237954759,0.25334894414877,0.243446703948189,0.0747072354817007,0.140079065229482
"COL3A1/MSC",-0.709794320913958,0.62165022015258,0.834371462721525,-0.536975748696716,-0.124878237861448,-0.190712870068866
"COL3A1/Fibroblast",-0.518409063095759,-0.344520083788574,0.252862181688874,0.240760815431532,0.0783649583456121,0.146549339382618
"COL3A1/Megakaryocyte",-0.521890831641399,-0.345344823396219,0.253156900365742,0.242387032700541,0.076150327319306,0.142631800904213
"LGALS3BP/Neural",-0.506421243402175,-0.468118540081621,0.181183803259305,0.343552481775571,0.0961787074034576,0.175277979225949
"LGALS3BP/Fibroblast",-0.502159555249323,-0.467109057984102,0.180823067306916,0.341561990226489,0.0988894179735814,0.180073050207576
"LGALS3BP/Megakaryocyte",-0.395281408519206,-0.315354373270755,0.242439886557032,0.183252019157548,0.156682146850976,0.285087360508271
"TGM2/Neural",-0.52282393778147,-0.219127859330406,0.323899688996988,0.1344324617389,0.065367143433689,0.126341021646601
"VCAM1/Megakaryocyte",-0.495385950241974,-0.339066512476792,0.250913361354583,0.230007491890253,0.0930091540395054,0.172453970683375
"TNC/Neural",-0.572038691984853,-0.357223601820497,0.25740188501146,0.265809811145974,0.0442520432825508,0.0862071016682641
"LAMB1/Megakaryocyte",-0.444591629139945,-0.0741585582180243,0.387941120933056,-0.0104983805738216,0.104940208741098,0.199124683113681
"INHBA/Fibroblast",-0.665077700678667,-0.126385923052253,0.406604441698793,0.0924832657444758,-0.0353032589221169,-0.0489569046409372
"INHBA/Myeloid",-0.751170969781709,0.611849177794688,0.83787384109,-0.51765010452931,-0.15119647435834,-0.23726812233626
"SELL/MSC",-0.780534063602725,1.05797327194215,0.298769809194915,-0.621805816138545,-0.269518291487575,-0.324485673815575
"SELL/Fibroblast",-0.780534063602725,1.05797327194215,0.298769809194915,-0.621805816138545,-0.269518291487575,-0.324485673815575
"SELL/Megakaryocyte",-1.12678602527482,4.73285812668841,-0.964553820971142,1.6020357057746,0.106206841392798,-0.189681455119439
"SELL/Myeloid",-1.0028601175446,3.74297266711122,-1.19329164436824,2.03923091139272,0.221978467369397,0.0135816283660489
"SPON2/MSC",-0.672962106713822,0.377498680176022,0.689926474635601,-0.337397215399753,-0.0810733107640721,-0.118790002961863
"SPON2/Neural",-0.583943338516981,-0.107167334172624,0.399736751206393,0.0545882024629867,0.0163032798372414,0.042331957107291
"SPON2/Fibroblast",-0.582190646767625,-0.233190226200201,0.328924743924635,0.162160368555385,0.0276067853393515,0.0595444475668338
"SPON2/Megakaryocyte",-0.659031875035866,0.380798386551292,0.688747332618185,-0.343903559336816,-0.0722127780349863,-0.103116296253118
"KLRC1/Megakaryocyte",-0.678152553595009,0.010798417476134,0.283273498583508,-0.107102206478896,-0.114766141485833,-0.117145477260508
"KLRC1/Neural",-0.613716963880901,-0.428867025902714,-0.0264983774966562,0.336932134624719,-0.0220712613032662,0.0265247322620328
"KLRC1/MSC",-0.613716963880901,-0.428867025902714,-0.0264983774966562,0.336932134624719,-0.0220712613032662,0.0265247322620328
"KLRC1/Fibroblast",-0.613716963880901,-0.428867025902714,-0.0264983774966562,0.336932134624719,-0.0220712613032662,0.0265247322620328
"LGALS1/Fibroblast",-0.383036173074421,0.213672137855411,-0.0824388458190077,-0.294175617156355,0.00560903136640648,0.15889498572791
"LGALS1/MSC",-0.475284740949,0.155273455913321,-0.183496586030686,-0.0741092478010957,-0.0234645431363625,0.097753025540006
"LGALS1/Megakaryocyte",-0.472752167846213,-0.32084791736632,0.0541997923346687,0.124630699266835,0.0461958247922881,0.149764779072309
"INHBA/Megakaryocyte",-0.645900935107863,-0.248281506689183,0.334317545872096,0.191917216585069,-0.0129168729672847,-0.0121395673270762
"PTPRC/Neural",-0.603459898921125,-0.364666407612232,0.260061446168419,0.280485282135498,0.0242669137069765,0.0508536562879189
"PTPRC/MSC",-0.603459898921125,-0.364666407612232,0.260061446168419,0.280485282135498,0.0242669137069765,0.0508536562879189
"PTPRC/Fibroblast",-0.603459898921125,-0.364666407612232,0.260061446168419,0.280485282135498,0.0242669137069765,0.0508536562879189
"PTPRC/Megakaryocyte",-0.635700883194259,-0.245865394616753,0.333454179293197,0.187153189723455,-0.00642916469475918,-0.000662986729079607
"PTPRC/Myeloid",-0.61175638546865,-0.240193571385503,0.331427367130038,0.175969518101342,0.00880109194753986,0.0262783479373268
"RPSA/Fibroblast",-0.690146188012159,0.37342819922235,0.691381097006385,-0.32937097014732,-0.0920038458717316,-0.138124960084085
"RPSA/Megakaryocyte",-0.740600188572903,0.487915026486889,0.766315493981065,-0.414196373260982,-0.134284587200744,-0.210134118047454
"THY1/Neural",-0.58905339028616,-0.361253871203223,0.258841959585811,0.273756410403275,0.0334305761530734,0.0670633349891957
"THY1/MSC",-0.662923027677401,0.000562518656806496,0.477085711067938,-0.0169138843896718,-0.044121463817155,-0.0617730108376242
"THY1/Fibroblast",-0.586930466200805,-0.360751006192173,0.25866226200638,0.272764863788706,0.0347808938145191,0.0694519592439796
"THY1/Megakaryocyte",-0.58905339028616,-0.361253871203223,0.258841959585811,0.273756410403275,0.0334305761530734,0.0670633349891957
"TFPI/Neural",-0.62631588225743,-0.370080443974669,0.261996246035038,0.291160865638111,0.00972822355987629,0.0251367063793443
"TFPI/Fibroblast",-0.621613940103441,-0.368966677252216,0.261598244219138,0.288964746191026,0.0127189643436898,0.0304271325425338
"TFPI/Megakaryocyte",-0.626364496216838,-0.370091959346075,0.262000361024863,0.291183571587729,0.00969730192232651,0.0250820080112385
"TFPI/Myeloid",-0.609917377235836,-0.492634058463207,0.189944363633852,0.39189205338471,0.0303484416511055,0.0588285136333448
"HLA-G/Myeloid",-0.723151739431034,1.78911336369098,-1.70718210432225,0.691868834977629,-0.174061273421018,-0.235813032327346
"HLA-G/Neural",-0.607919296476152,-0.478696153433483,-0.00520949564165837,0.294616036701507,-0.0294351034000851,0.0190300400849612
"HLA-G/MSC",-0.607920474626168,-0.478696432506387,-0.00520939591548205,0.294616586976324,-0.0294358527812276,0.0190287144799308
"HLA-G/Fibroblast",-0.607864132874329,-0.478683086619981,-0.00521416504284773,0.294590271611745,-0.0294000157097008,0.0190921078582736
"APOE/Neural",-0.614368471360367,-0.493688405869301,0.190321132101973,0.39397101013133,0.0275172565187091,0.0538203310494309
"APOE/Fibroblast",-0.610074886464358,-0.492671368266568,0.189957696200876,0.391965620661458,0.0302482555455031,0.0586512909206768
"APOE/Megakaryocyte",-0.610020438829807,-0.492658471050591,0.189953087412275,0.391940189997891,0.0302828877795385,0.0587125530929572
"MET/Fibroblast",-0.584618920776522,2.59412802711083,-2.90114918881465,0.803668224328611,-0.207816373206999,-0.250705665854725
"MET/Neural",-0.312827588298439,0.21118606970139,-1.22101270094976,-0.835451835742631,-0.339404504525697,-0.476520438417232
"MET/Megakaryocyte",-0.313924800224406,0.22362390725497,-1.22633306333587,-0.824776917051657,-0.337365799007312,-0.475285222171716
"MET/Myeloid",-0.353390020928061,0.27237021704211,-1.74944344848142,-0.803082467306503,-0.439954235866719,-0.443669882849473
"ICAM2/Neural",-0.593345428782365,-0.362270560073035,0.259205305990134,0.27576118257588,0.0307002988559696,0.0622339953147777
"ICAM2/MSC",-0.656942940750099,1.01348348114046,1.0418887844846,-0.886833102623255,-0.121827667648196,-0.176968182142668
"ICAM2/Fibroblast",-0.585109444683128,-0.107443554125583,0.399835457730522,0.0551328515318906,0.0155615605383595,0.0410199038420674
"ICAM2/Megakaryocyte",-0.807972236187135,1.23058471629377,1.19600015823923,-1.03307393437716,-0.23826954903463,-0.377380854755219
"SELPLG/MSC",-0.87982755538105,3.58955796841132,-2.10203252922337,1.56284527230313,0.0105301858239332,-0.04358607711025
"SELPLG/Megakaryocyte",-0.709661695404142,1.22332859081259,-0.333565137188798,-0.0127857120901645,-0.144079453972307,-0.145709926978344
"SELPLG/Myeloid",-0.879899687528267,3.54115259990889,-1.98682146097621,1.57900539612765,0.0320181936318399,-0.0345765676236136
"SELPLG/Neural",-0.628644345299323,0.454993472516456,-0.00472026226218634,-0.680024036083221,-0.262284708874552,-0.210355149134635
"SELPLG/Fibroblast",-0.628644345299323,0.454993472516456,-0.00472026226218635,-0.680024036083222,-0.262284708874552,-0.210355149134634
"DEFA1B/Neural",-0.583715647839936,-0.233551458939396,0.329053829560085,0.162872645395206,0.026636785556313,0.0578285809541676
"DEFA1B/MSC",-0.593560777214194,-0.362321570466066,0.259223534429475,0.275861764604458,0.0305633232575124,0.0619916943800038
"DEFA1B/Fibroblast",-0.583715647839936,-0.233551458939396,0.329053829560085,0.162872645395206,0.026636785556313,0.0578285809541676
"DEFA1B/Megakaryocyte",-0.583715647839936,-0.233551458939396,0.329053829560085,0.162872645395206,0.026636785556313,0.0578285809541675
"DEFA1/Neural",-0.583326238465167,-0.233459218076314,0.329020867513375,0.162690765340261,0.0268844752240849,0.0582667278885653
"DEFA1/MSC",-0.593345428782365,-0.362270560073035,0.259205305990134,0.27576118257588,0.0307002988559696,0.0622339953147777
"DEFA1/Fibroblast",-0.583326238465167,-0.233459218076314,0.329020867513375,0.162690765340261,0.0268844752240849,0.0582667278885653
"DEFA1/Megakaryocyte",-0.583326238465167,-0.233459218076315,0.329020867513375,0.162690765340261,0.0268844752240849,0.0582667278885652
"PIP4K2A/Neural",-0.7014179973599,0.117882126651279,0.551007820559429,-0.107324950282683,-0.0787954827119676,-0.120326373047877
"PIP4K2A/MSC",-0.63245647808827,-0.371534923814108,0.262515868526851,0.294028536462182,0.00582339218698028,0.0182280191823222
"PIP4K2A/Fibroblast",-0.615249021832935,-0.493896985167457,0.190395667396119,0.394382285693229,0.0269571692534891,0.0528295729810186
"PIP4K2A/Megakaryocyte",-0.735774583062786,0.362620065408124,0.69524328576948,-0.308059690999932,-0.121025937803645,-0.189463854065453
"PIP4K2A/Myeloid",-0.735731365990319,0.362630302401203,0.695239627599866,-0.308079876260125,-0.120998448898461,-0.189415228028363
"LPL/Neural",-0.614490978538106,-0.493717424605249,0.190331501876325,0.394028229124357,0.0274393339921294,0.0536824911618003
